#Final resampeld spectrum with mask used for the fit
#
#Milky Way reddening already corrected
#
#Four columns
#1. lambda   2. flux   3. error   4. mask
#
   1157.2000  1.137796e+00  1.232974e-01                     1
   1157.6000  8.902676e-01  1.184216e-01                     1
   1158.0000  1.016040e+00  1.211153e-01                     1
   1158.4000  9.354003e-01  1.131381e-01                     1
   1158.8000  9.697243e-01  1.155891e-01                     1
   1159.2000  1.038756e+00  1.178953e-01                     1
   1159.6000  9.526084e-01  1.075629e-01                     1
   1160.0000  1.271650e+00  1.261795e-01                     1
   1160.4000  1.012249e+00  1.194544e-01                     1
   1160.8000  8.354974e-01  1.126988e-01                     1
   1161.2000  9.378715e-01  1.172703e-01                     1
   1161.6000  9.259210e-01  1.175026e-01                     1
   1162.0000  7.810224e-01  1.061824e-01                     1
   1162.4000  1.022991e+00  1.175721e-01                     1
   1162.8000  7.568470e-01  1.090286e-01                     1
   1163.2000  9.671601e-01  1.176267e-01                     1
   1163.6000  9.441149e-01  1.073683e-01                     1
   1164.0000  9.439287e-01  1.130380e-01                     1
   1164.4000  1.153478e+00  1.241706e-01                     1
   1164.8000  1.074049e+00  1.181663e-01                     1
   1165.2000  1.003426e+00  1.183357e-01                     1
   1165.6000  8.423562e-01  1.123410e-01                     1
   1166.0000  1.059486e+00  1.163562e-01                     1
   1166.4000  1.042092e+00  1.157205e-01                     1
   1166.8000  1.193006e+00  1.238220e-01                     1
   1167.2000  9.956384e-01  1.127973e-01                     1
   1167.6000  1.441546e+00  1.283668e-01                     1
   1168.0000  1.034069e+00  1.097548e-01                     1
   1168.4000  1.133475e+00  1.179093e-01                     1
   1168.8000  1.002475e+00  1.125645e-01                     1
   1169.2000  6.996785e-01  1.044237e-01                     1
   1169.6000  7.920901e-01  1.081544e-01                     1
   1170.0000  6.201434e-01  9.840017e-02                     1
   1170.4000  8.971613e-01  1.106315e-01                     1
   1170.8000  7.758873e-01  1.055885e-01                     1
   1171.2000  9.261797e-01  1.108574e-01                     1
   1171.6000  9.377291e-01  1.093286e-01                     1
   1172.0000  8.661470e-01  1.028475e-01                     1
   1172.4000  8.097582e-01  1.036495e-01                     1
   1172.8000  6.204758e-01  9.691929e-02                     1
   1173.2000  5.463719e-01  9.552107e-02                     1
   1173.6000  6.328470e-01  9.647922e-02                     1
   1174.0000  5.447908e-01  9.535051e-02                     1
   1174.4000  6.648761e-01  9.699351e-02                     1
   1174.8000  6.191376e-01  9.360200e-02                     1
   1175.2000  5.842575e-01  9.620272e-02                     1
   1175.6000  5.737048e-01  9.259011e-02                     1
   1176.0000  4.439861e-01  8.616595e-02                     1
   1176.4000  5.935600e-01  8.564368e-02                     1
   1176.8000  5.232614e-01  9.014394e-02                     1
   1177.2000  4.527750e-01  8.816825e-02                     1
   1177.6000  5.527171e-01  9.448256e-02                     1
   1178.0000  5.129460e-01  8.912931e-02                     1
   1178.4000  4.133227e-01  8.278561e-02                     1
   1178.8000  3.504420e-01  8.142703e-02                     1
   1179.2000  4.273676e-01  8.791597e-02                     1
   1179.6000  4.126817e-01  8.412940e-02                     1
   1180.0000  6.763798e-01  9.757892e-02                     1
   1180.4000  8.950178e-01  1.038904e-01                     1
   1180.8000  1.120259e+00  1.134960e-01                     1
   1181.2000  1.022541e+00  1.088820e-01                     1
   1181.6000  1.133865e+00  1.127596e-01                     1
   1182.0000  1.091782e+00  1.109729e-01                     1
   1182.4000  1.348987e+00  1.181103e-01                     1
   1182.8000  8.487807e-01  1.018663e-01                     1
   1183.2000  8.787794e-01  1.045179e-01                     1
   1183.6000  1.129168e+00  1.111282e-01                     1
   1184.0000  1.107470e+00  1.061955e-01                     1
   1184.4000  1.167196e+00  1.139542e-01                     1
   1184.8000  1.044602e+00  1.034541e-01                     1
   1185.2000  1.098110e+00  1.038606e-01                     1
   1185.6000  1.021027e+00  1.042467e-01                     1
   1186.0000  9.244573e-01  9.918145e-02                     1
   1186.4000  9.355922e-01  9.912356e-02                     1
   1186.8000  6.932349e-01  8.960403e-02                     1
   1187.2000  6.851413e-01  9.308559e-02                     1
   1187.6000  7.112000e-01  9.342710e-02                     1
   1188.0000  9.129490e-01  9.838165e-02                     1
   1188.4000  7.076884e-01  9.152614e-02                     1
   1188.8000  8.738123e-01  9.270334e-02                     1
   1189.2000  1.131270e+00  1.032341e-01                     0
   1189.6000  9.441521e-01  9.832249e-02                     0
   1190.0000  7.157404e-01  8.964754e-02                     0
   1190.4000  3.040711e-01  6.680007e-02                     0
   1190.8000  8.464207e-01  9.577963e-02                     0
   1191.2000  1.038720e+00  1.009419e-01                     0
   1191.6000  8.200647e-01  9.099581e-02                     0
   1192.0000  9.432824e-01  9.649252e-02                     0
   1192.4000  1.097263e+00  1.009848e-01                     0
   1192.8000  8.009972e-01  9.003778e-02                     0
   1193.2000  3.221343e-01  6.265670e-02                     0
   1193.6000  6.456134e-01  8.243769e-02                     0
   1194.0000  2.722990e-01  6.057758e-02                     0
   1194.4000  4.285432e-01  7.112653e-02                     0
   1194.8000  8.573339e-01  9.133409e-02                     0
   1195.2000  8.778794e-01  9.024145e-02                     0
   1195.6000  9.876547e-01  9.476979e-02                     0
   1196.0000  8.285033e-01  9.070861e-02                     0
   1196.4000  7.321802e-01  8.328063e-02                     0
   1196.8000  5.514416e-01  7.899019e-02                     0
   1197.2000  3.369119e-01  6.920403e-02                     0
   1197.6000  7.439219e-01  8.675944e-02                     0
   1198.0000  7.007662e-01  8.213062e-02                     0
   1198.4000  7.095665e-01  8.204073e-02                     0
   1198.8000  9.887798e-01  9.314428e-02                     0
   1199.2000  1.301879e+00  9.904024e-02                     0
   1199.6000  1.054667e+00  9.199539e-02                     0
   1200.0000  1.149032e+00  9.523692e-02                     0
   1200.4000  8.956648e-01  8.818509e-02                     0
   1200.8000  6.928108e-01  7.873514e-02                     0
   1201.2000  6.784764e-01  8.160010e-02                     0
   1201.6000  7.161693e-01  7.755627e-02                     0
   1202.0000  9.097390e-01  8.498503e-02                     0
   1202.4000  7.644570e-01  8.374856e-02                     0
   1202.8000  5.773908e-01  7.569659e-02                     0
   1203.2000  5.176330e-01  7.090554e-02                     0
   1203.6000  5.084944e-01  7.100890e-02                     0
   1204.0000  2.700456e-01  5.723976e-02                     0
   1204.4000  3.437820e-01  6.256652e-02                     0
   1204.8000  5.552793e-01  7.464704e-02                     0
   1205.2000  6.167172e-01  7.662167e-02                     0
   1205.6000  5.874474e-01  6.918103e-02                     0
   1206.0000  4.928431e-01  7.339032e-02                     0
   1206.4000  3.417913e-01  6.214445e-02                     0
   1206.8000  4.782783e-01  7.020390e-02                     0
   1207.2000  3.627125e-01  7.522237e-02                     0
   1207.6000  7.000945e-01  1.263859e-01                     0
   1208.0000  7.075183e-01  7.905646e-02                     0
   1208.4000  7.417284e-01  8.125399e-02                     0
   1208.8000  9.360484e-01  8.615978e-02                     0
   1209.2000  6.049912e-01  7.338029e-02                     0
   1209.6000  7.425826e-01  7.835057e-02                     0
   1210.0000  4.495460e-01  6.342566e-02                     0
   1210.4000  1.071346e-01  4.690921e-02                     0
   1210.8000  7.027719e-01  7.760327e-02                     0
   1211.2000  0.000000e+00  1.000000e+00                     0
   1211.6000  0.000000e+00  1.000000e+00                     0
   1212.0000  1.295833e+00  1.517065e-01                     0
   1212.4000  1.706257e+00  1.636957e-01                     0
   1212.8000  1.311356e+00  9.105755e-02                     0
   1213.2000  1.078913e+00  8.091579e-02                     0
   1213.6000  1.267238e+00  8.512437e-02                     0
   1214.0000  1.500565e+00  7.557650e-02                     0
   1214.4000  6.719767e+00  1.378385e-01                     0
   1214.8000  0.000000e+00  1.000000e+00                     0
   1215.2000  0.000000e+00  1.000000e+00                     0
   1215.6000  0.000000e+00  1.000000e+00                     0
   1216.0000  0.000000e+00  1.000000e+00                     0
   1216.4000  5.453573e+04  1.090715e+03                     0
   1216.8000  3.070816e+01  6.141631e-01                     0
   1217.2000  7.983510e+00  1.596702e-01                     0
   1217.6000  8.961248e+00  1.792250e-01                     0
   1218.0000  1.688604e+01  3.377209e-01                     0
   1218.4000  4.757136e+02  9.514273e+00                     0
   1218.8000  1.083096e+03  2.166193e+01                     0
   1219.2000  1.827975e-48  8.944681e-02                     0
   1219.6000  2.567448e-43  1.138415e-01                     0
   1220.0000  5.954762e+03  1.190952e+02                     0
   1220.4000  6.398956e+02  1.279791e+01                     0
   1220.8000  1.175645e+01  2.351291e-01                     0
   1221.2000  3.125398e+00  6.574938e-02                     0
   1221.6000  1.767520e+00  6.778691e-02                     0
   1222.0000  1.378145e+00  7.046133e-02                     0
   1222.4000  1.096953e+00  6.525549e-02                     0
   1222.8000  1.078404e+00  7.673490e-02                     0
   1223.2000  1.226810e+00  7.948666e-02                     0
   1223.6000  1.566200e+00  8.887630e-02                     0
   1224.0000  1.061901e+00  8.115034e-02                     0
   1224.4000  9.807807e-01  8.159820e-02                     0
   1224.8000  1.034820e+00  8.177091e-02                     0
   1225.2000  1.011688e+00  8.479605e-02                     0
   1225.6000  1.104641e+00  8.664703e-02                     0
   1226.0000  9.247690e-01  8.151413e-02                     0
   1226.4000  1.052572e+00  8.552640e-02                     0
   1226.8000  8.349789e-01  7.530519e-02                     0
   1227.2000  1.102103e+00  8.779927e-02                     1
   1227.6000  1.128652e+00  8.894035e-02                     1
   1228.0000  1.266819e+00  9.236028e-02                     1
   1228.4000  1.305736e+00  9.340845e-02                     1
   1228.8000  1.014946e+00  8.569933e-02                     1
   1229.2000  1.240198e+00  9.214576e-02                     1
   1229.6000  9.033482e-01  8.577304e-02                     1
   1230.0000  1.006041e+00  8.720405e-02                     1
   1230.4000  1.000350e+00  8.710311e-02                     1
   1230.8000  9.348421e-01  7.896191e-02                     1
   1231.2000  8.143617e-01  8.121768e-02                     1
   1231.6000  9.056682e-01  8.530731e-02                     1
   1232.0000  1.001458e+00  8.828581e-02                     1
   1232.4000  7.418874e-01  8.409907e-02                     1
   1232.8000  7.551271e-01  8.315012e-02                     1
   1233.2000  8.059371e-01  8.397682e-02                     1
   1233.6000  5.940470e-01  7.368849e-02                     1
   1234.0000  5.740333e-01  7.167110e-02                     1
   1234.4000  6.286210e-01  7.774054e-02                     1
   1234.8000  8.251360e-01  8.342340e-02                     1
   1235.2000  8.535602e-01  7.852461e-02                     1
   1235.6000  7.027441e-01  7.874610e-02                     1
   1236.0000  5.904574e-01  7.433109e-02                     1
   1236.4000  8.655411e-01  8.584198e-02                     1
   1236.8000  5.498169e-01  7.460751e-02                     1
   1237.2000  6.907644e-01  8.040715e-02                     0
   1237.6000  5.689920e-01  7.185956e-02                     0
   1238.0000  5.500699e-01  7.529038e-02                     0
   1238.4000  3.912255e-01  6.548492e-02                     0
   1238.8000  4.357024e-01  7.015919e-02                     0
   1239.2000  5.778746e-01  6.702157e-02                     0
   1239.6000  4.829666e-01  7.109416e-02                     0
   1240.0000  4.428417e-01  6.859461e-02                     0
   1240.4000  4.850921e-01  7.172540e-02                     0
   1240.8000  6.145755e-01  7.774964e-02                     0
   1241.2000  6.257747e-01  7.912368e-02                     0
   1241.6000  6.966143e-01  8.028660e-02                     0
   1242.0000  6.268175e-01  7.756742e-02                     0
   1242.4000  6.180355e-01  7.752730e-02                     0
   1242.8000  5.662596e-01  7.454961e-02                     0
   1243.2000  8.249852e-01  8.366811e-02                     0
   1243.6000  9.011863e-01  8.122374e-02                     0
   1244.0000  7.860861e-01  8.133582e-02                     1
   1244.4000  9.781193e-01  9.089988e-02                     1
   1244.8000  8.662228e-01  8.694028e-02                     1
   1245.2000  1.132165e+00  9.321429e-02                     1
   1245.6000  1.058892e+00  9.235944e-02                     1
   1246.0000  1.172431e+00  9.607751e-02                     1
   1246.4000  1.129805e+00  9.402549e-02                     1
   1246.8000  1.093589e+00  9.242100e-02                     1
   1247.2000  1.238201e+00  9.670855e-02                     1
   1247.6000  1.510516e+00  9.614864e-02                     1
   1248.0000  1.503834e+00  1.030582e-01                     1
   1248.4000  1.401128e+00  1.017382e-01                     1
   1248.8000  1.511662e+00  1.032536e-01                     1
   1249.2000  1.338595e+00  9.916530e-02                     1
   1249.6000  1.318314e+00  9.973884e-02                     1
   1250.0000  1.133286e+00  9.446650e-02                     1
   1250.4000  9.152027e-01  8.714500e-02                     1
   1250.8000  8.348924e-01  8.643882e-02                     1
   1251.2000  6.730262e-01  8.067485e-02                     1
   1251.6000  6.172399e-01  7.952476e-02                     1
   1252.0000  8.825501e-01  8.428222e-02                     0
   1252.4000  1.038499e+00  9.289598e-02                     0
   1252.8000  1.254119e+00  9.755029e-02                     0
   1253.2000  1.149972e+00  9.565365e-02                     0
   1253.6000  9.403006e-01  9.065618e-02                     0
   1254.0000  8.360802e-01  8.671628e-02                     0
   1254.4000  7.264039e-01  8.263542e-02                     0
   1254.8000  8.243786e-01  8.568899e-02                     0
   1255.2000  1.066074e+00  9.102682e-02                     0
   1255.6000  9.194153e-01  8.776054e-02                     0
   1256.0000  1.205412e+00  8.849015e-02                     0
   1256.4000  9.442790e-01  9.037998e-02                     0
   1256.8000  1.086998e+00  9.270799e-02                     0
   1257.2000  9.405487e-01  8.970906e-02                     0
   1257.6000  9.423429e-01  9.035331e-02                     0
   1258.0000  5.095362e-01  7.040670e-02                     0
   1258.4000  1.027586e+00  9.314723e-02                     0
   1258.8000  8.160215e-01  8.500912e-02                     0
   1259.2000  9.964784e-01  9.010962e-02                     0
   1259.6000  7.311554e-01  8.245490e-02                     0
   1260.0000  1.014431e+00  9.143289e-02                     0
   1260.4000  3.380125e-01  5.634308e-02                     0
   1260.8000  6.815949e-01  7.936866e-02                     0
   1261.2000  6.203561e-01  7.888500e-02                     0
   1261.6000  7.986569e-01  8.496089e-02                     0
   1262.0000  9.247167e-01  8.827887e-02                     0
   1262.4000  8.921096e-01  8.994050e-02                     0
   1262.8000  9.955963e-01  9.148170e-02                     0
   1263.2000  8.441647e-01  8.644287e-02                     0
   1263.6000  5.354083e-01  7.719383e-02                     0
   1264.0000  8.843843e-01  8.902173e-02                     0
   1264.4000  2.533926e-01  5.564877e-02                     0
   1264.8000  7.190989e-01  8.278889e-02                     0
   1265.2000  1.060508e+00  9.407399e-02                     0
   1265.6000  1.036558e+00  8.875630e-02                     0
   1266.0000  1.077767e+00  9.149716e-02                     0
   1266.4000  1.093247e+00  9.478293e-02                     0
   1266.8000  1.128399e+00  9.476065e-02                     0
   1267.2000  1.044023e+00  9.459707e-02                     0
   1267.6000  1.225205e+00  9.872310e-02                     0
   1268.0000  9.618546e-01  8.672129e-02                     0
   1268.4000  1.140739e+00  9.447581e-02                     0
   1268.8000  8.920847e-01  8.488137e-02                     0
   1269.2000  8.334906e-01  8.694487e-02                     0
   1269.6000  1.093190e+00  8.849264e-02                     0
   1270.0000  9.404711e-01  1.087421e-01                     0
   1270.4000  1.114786e+00  1.592519e-01                     0
   1270.8000  1.492669e+00  1.677446e-01                     0
   1271.2000  1.002785e+00  1.470257e-01                     0
   1271.6000  1.165006e+00  1.536120e-01                     0
   1272.0000  9.525489e-01  1.261559e-01                     0
   1272.4000  1.093718e+00  1.498104e-01                     0
   1272.8000  9.382698e-01  1.285356e-01                     0
   1273.2000  9.639166e-01  1.449212e-01                     0
   1273.6000  8.720555e-01  1.429182e-01                     0
   1274.0000  0.000000e+00  1.000000e+00                     0
   1274.4000  0.000000e+00  1.000000e+00                     0
   1274.8000  0.000000e+00  1.000000e+00                     0
   1275.2000  0.000000e+00  1.000000e+00                     0
   1275.6000  0.000000e+00  1.000000e+00                     0
   1276.0000  0.000000e+00  1.000000e+00                     0
   1276.4000  0.000000e+00  1.000000e+00                     0
   1276.8000  0.000000e+00  1.000000e+00                     0
   1277.2000  0.000000e+00  1.000000e+00                     0
   1277.6000  0.000000e+00  1.000000e+00                     0
   1278.0000  0.000000e+00  1.000000e+00                     0
   1278.4000  0.000000e+00  1.000000e+00                     0
   1278.8000  0.000000e+00  1.000000e+00                     0
   1279.2000  0.000000e+00  1.000000e+00                     0
   1279.6000  0.000000e+00  1.000000e+00                     0
   1280.0000  0.000000e+00  1.000000e+00                     0
   1280.4000  0.000000e+00  1.000000e+00                     0
   1280.8000  0.000000e+00  1.000000e+00                     0
   1281.2000  0.000000e+00  1.000000e+00                     0
   1281.6000  0.000000e+00  1.000000e+00                     0
   1282.0000  0.000000e+00  1.000000e+00                     0
   1282.4000  0.000000e+00  1.000000e+00                     0
   1282.8000  0.000000e+00  1.000000e+00                     0
   1283.2000  0.000000e+00  1.000000e+00                     0
   1283.6000  0.000000e+00  1.000000e+00                     0
   1284.0000  0.000000e+00  1.000000e+00                     0
   1284.4000  0.000000e+00  1.000000e+00                     0
   1284.8000  0.000000e+00  1.000000e+00                     0
   1285.2000  0.000000e+00  1.000000e+00                     0
   1285.6000  0.000000e+00  1.000000e+00                     0
   1286.0000  0.000000e+00  1.000000e+00                     0
   1286.4000  0.000000e+00  1.000000e+00                     0
   1286.8000  0.000000e+00  1.000000e+00                     0
   1287.2000  5.045057e-01  7.426160e-02                     0
   1287.6000  5.273682e-01  7.771852e-02                     0
   1288.0000  7.428722e-01  1.265345e-01                     0
   1288.4000  8.949885e-01  1.504955e-01                     0
   1288.8000  1.033797e+00  1.555948e-01                     0
   1289.2000  7.884341e-01  1.462463e-01                     0
   1289.6000  0.000000e+00  1.000000e+00                     0
   1290.0000  8.937581e-01  1.517819e-01                     0
   1290.4000  8.316223e-01  1.439315e-01                     0
   1290.8000  7.851217e-01  1.133784e-01                     0
   1291.2000  1.016665e+00  9.558062e-02                     0
   1291.6000  8.753797e-01  9.144780e-02                     0
   1292.0000  9.308537e-01  9.550105e-02                     0
   1292.4000  9.308257e-01  9.277669e-02                     0
   1292.8000  9.685850e-01  9.434389e-02                     0
   1293.2000  1.246874e+00  1.040992e-01                     1
   1293.6000  1.002680e+00  1.258662e-01                     1
   1294.0000  1.051122e+00  9.753328e-02                     1
   1294.4000  9.800733e-01  9.663011e-02                     1
   1294.8000  1.057689e+00  8.819130e-02                     1
   1295.2000  9.140724e-01  9.027590e-02                     1
   1295.6000  9.409548e-01  9.629004e-02                     1
   1296.0000  1.050868e+00  9.768082e-02                     1
   1296.4000  9.658204e-01  9.395275e-02                     1
   1296.8000  1.026724e+00  9.734174e-02                     1
   1297.2000  9.601659e-01  9.609340e-02                     1
   1297.6000  1.019691e+00  9.549640e-02                     1
   1298.0000  1.006682e+00  9.837400e-02                     1
   1298.4000  9.866411e-01  9.768314e-02                     1
   1298.8000  7.588816e-01  8.258583e-02                     1
   1299.2000  8.288784e-01  9.270144e-02                     0
   1299.6000  9.789988e-01  9.635274e-02                     0
   1300.0000  1.006340e+00  9.763406e-02                     0
   1300.4000  7.765637e-01  9.105608e-02                     0
   1300.8000  6.683996e-01  8.908619e-02                     0
   1301.2000  8.034605e-01  8.730387e-02                     0
   1301.6000  7.407036e+00  1.898633e-01                     0
   1302.0000  1.776390e+01  3.552781e-01                     0
   1302.4000  1.534286e+01  3.068571e-01                     0
   1302.8000  4.512588e+00  1.530905e-01                     0
   1303.2000  5.643725e-01  7.602321e-02                     0
   1303.6000  9.551549e-01  9.535975e-02                     0
   1304.0000  1.550274e+00  1.096550e-01                     0
   1304.4000  8.118079e+00  2.006855e-01                     0
   1304.8000  2.144863e+01  4.289725e-01                     0
   1305.2000  9.333524e+00  2.077237e-01                     0
   1305.6000  5.080764e+00  1.647287e-01                     0
   1306.0000  6.577430e+00  1.842565e-01                     0
   1306.4000  3.037588e+00  1.358356e-01                     0
   1306.8000  1.302582e+00  1.046149e-01                     0
   1307.2000  8.866303e-01  8.840699e-02                     0
   1307.6000  6.419290e-01  8.634351e-02                     0
   1308.0000  8.137309e-01  9.079099e-02                     0
   1308.4000  4.610384e-01  7.457050e-02                     0
   1308.8000  7.365115e-01  1.143995e-01                     0
   1309.2000  1.157293e+00  1.029998e-01                     0
   1309.6000  1.270668e+00  1.078169e-01                     0
   1310.0000  1.015464e+00  9.973482e-02                     0
   1310.4000  1.112474e+00  1.011737e-01                     0
   1310.8000  9.336962e-01  9.798316e-02                     1
   1311.2000  8.718131e-01  9.476301e-02                     1
   1311.6000  1.101265e+00  9.406344e-02                     0
   1312.0000  1.009690e+00  9.991314e-02                     0
   1312.4000  8.706773e-01  9.348947e-02                     0
   1312.8000  9.952967e-01  9.906514e-02                     0
   1313.2000  1.006222e+00  9.777433e-02                     0
   1313.6000  9.712314e-01  9.839831e-02                     0
   1314.0000  1.121534e+00  1.008888e-01                     1
   1314.4000  1.261966e+00  1.058600e-01                     1
   1314.8000  1.265374e+00  1.065154e-01                     1
   1315.2000  1.122045e+00  9.930131e-02                     1
   1315.6000  9.394093e-01  9.138238e-02                     1
   1316.0000  1.005822e+00  9.978009e-02                     1
   1316.4000  9.399251e-01  9.689858e-02                     1
   1316.8000  1.100136e+00  1.015145e-01                     1
   1317.2000  8.114765e-01  9.449604e-02                     1
   1317.6000  9.164842e-01  9.689011e-02                     1
   1318.0000  1.093426e+00  1.009596e-01                     1
   1318.4000  1.073586e+00  1.017690e-01                     1
   1318.8000  8.654049e-01  9.578772e-02                     1
   1319.2000  8.965117e-01  9.394762e-02                     1
   1319.6000  1.072611e+00  9.905054e-02                     1
   1320.0000  9.360839e-01  9.137563e-02                     1
   1320.4000  9.498314e-01  9.785782e-02                     1
   1320.8000  8.338637e-01  9.352508e-02                     1
   1321.2000  1.071517e+00  1.038020e-01                     1
   1321.6000  9.403753e-01  9.725029e-02                     1
   1322.0000  9.786119e-01  9.883096e-02                     1
   1322.4000  8.698998e-01  9.527287e-02                     1
   1322.8000  1.111173e+00  1.035203e-01                     1
   1323.2000  1.050759e+00  1.008809e-01                     1
   1323.6000  1.091751e+00  9.802530e-02                     1
   1324.0000  1.173391e+00  1.022709e-01                     1
   1324.4000  1.155094e+00  1.019889e-01                     1
   1324.8000  1.149544e+00  1.047006e-01                     1
   1325.2000  8.363553e-01  9.412510e-02                     1
   1325.6000  8.707454e-01  9.398319e-02                     1
   1326.0000  1.037041e+00  1.011561e-01                     1
   1326.4000  9.653622e-01  1.000823e-01                     1
   1326.8000  1.020130e+00  1.009755e-01                     1
   1327.2000  9.925806e-01  1.004847e-01                     1
   1327.6000  9.975816e-01  1.007565e-01                     1
   1328.0000  8.279920e-01  9.109270e-02                     1
   1328.4000  6.072042e-01  8.256605e-02                     1
   1328.8000  7.131887e-01  9.352566e-02                     1
   1329.2000  9.771482e-01  1.004126e-01                     1
   1329.6000  1.017617e+00  9.901340e-02                     1
   1330.0000  1.121682e+00  1.033408e-01                     1
   1330.4000  8.768230e-01  9.626733e-02                     1
   1330.8000  9.622898e-01  9.769643e-02                     1
   1331.2000  1.017548e+00  1.021375e-01                     1
   1331.6000  9.536577e-01  9.850864e-02                     0
   1332.0000  1.075454e+00  9.166300e-02                     0
   1332.4000  8.893321e-01  9.533716e-02                     0
   1332.8000  8.833540e-01  9.725326e-02                     0
   1333.2000  9.244932e-01  9.678282e-02                     0
   1333.6000  9.207028e-01  9.865108e-02                     0
   1334.0000  1.004776e+00  1.004389e-01                     0
   1334.4000  4.018469e-01  7.191544e-02                     0
   1334.8000  4.213699e-01  7.437616e-02                     0
   1335.2000  6.776885e-01  8.978565e-02                     0
   1335.6000  6.393603e-01  8.708485e-02                     0
   1336.0000  8.144962e-01  9.161563e-02                     0
   1336.4000  8.836293e-01  9.009779e-02                     0
   1336.8000  1.009902e+00  9.663342e-02                     0
   1337.2000  7.615792e-01  9.189739e-02                     0
   1337.6000  1.140859e+00  1.045756e-01                     0
   1338.0000  1.059956e+00  1.022605e-01                     0
   1338.4000  5.287137e-01  8.262912e-02                     0
   1338.8000  7.476408e-02  4.507179e-02                     0
   1339.2000  5.394164e-01  8.142453e-02                     0
   1339.6000  6.612582e-01  8.680199e-02                     0
   1340.0000  4.168627e-01  7.670087e-02                     0
   1340.4000  8.500819e-01  8.811102e-02                     0
   1340.8000  8.779806e-01  9.364360e-02                     0
   1341.2000  1.069943e+00  1.017956e-01                     1
   1341.6000  1.071944e+00  1.028951e-01                     1
   1342.0000  1.072508e+00  1.012648e-01                     1
   1342.4000  1.072342e+00  1.017815e-01                     1
   1342.8000  9.520483e-01  9.827040e-02                     1
   1343.2000  8.938445e-01  9.643182e-02                     1
   1343.6000  9.747193e-01  9.885868e-02                     1
   1344.0000  1.051150e+00  1.028372e-01                     1
   1344.4000  1.044121e+00  1.032853e-01                     1
   1344.8000  9.607606e-01  9.248704e-02                     1
   1345.2000  1.242529e+00  1.047458e-01                     1
   1345.6000  8.135471e-01  9.525337e-02                     1
   1346.0000  8.083183e-01  9.424119e-02                     1
   1346.4000  9.322524e-01  9.881674e-02                     1
   1346.8000  8.329130e-01  9.643652e-02                     1
   1347.2000  7.403033e-01  9.056041e-02                     1
   1347.6000  7.186236e-01  8.990095e-02                     1
   1348.0000  6.512195e-01  8.957611e-02                     1
   1348.4000  7.962074e-01  9.047604e-02                     1
   1348.8000  9.343891e-01  8.947128e-02                     1
