#Final resampeld spectrum with mask used for the fit
#
#Milky Way reddening already corrected
#
#Four columns
#1. lambda   2. flux   3. error   4. mask
#
   1346.0000  4.515326e+00  1.454897e-01                     1
   1346.4000  4.462616e+00  1.454029e-01                     1
   1346.8000  4.508106e+00  1.441322e-01                     1
   1347.2000  4.544574e+00  1.456791e-01                     1
   1347.6000  4.593583e+00  1.476672e-01                     1
   1348.0000  4.305560e+00  1.427211e-01                     1
   1348.4000  3.915187e+00  1.371020e-01                     1
   1348.8000  4.047170e+00  1.367979e-01                     1
   1349.2000  3.756401e+00  1.280442e-01                     1
   1349.6000  3.721560e+00  1.341443e-01                     1
   1350.0000  3.439044e+00  1.319476e-01                     1
   1350.4000  3.545294e+00  1.334501e-01                     1
   1350.8000  3.393377e+00  1.296402e-01                     1
   1351.2000  3.877660e+00  1.387737e-01                     1
   1351.6000  4.078031e+00  1.412050e-01                     1
   1352.0000  4.176042e+00  1.404911e-01                     1
   1352.4000  4.066043e+00  1.403607e-01                     1
   1352.8000  3.921958e+00  1.388479e-01                     1
   1353.2000  4.263152e+00  1.349409e-01                     1
   1353.6000  4.038250e+00  1.329291e-01                     1
   1354.0000  4.422606e+00  1.454516e-01                     1
   1354.4000  4.613937e+00  1.468310e-01                     1
   1354.8000  4.487179e+00  1.446686e-01                     1
   1355.2000  4.835905e+00  1.507863e-01                     1
   1355.6000  4.409389e+00  1.440775e-01                     1
   1356.0000  4.401401e+00  1.432409e-01                     1
   1356.4000  4.594590e+00  1.479675e-01                     1
   1356.8000  4.271567e+00  1.431604e-01                     1
   1357.2000  4.105251e+00  1.315968e-01                     1
   1357.6000  4.391034e+00  1.417438e-01                     1
   1358.0000  4.411908e+00  1.459030e-01                     1
   1358.4000  4.479067e+00  1.437033e-01                     1
   1358.8000  4.381787e+00  1.440641e-01                     1
   1359.2000  4.241266e+00  1.433209e-01                     1
   1359.6000  4.112683e+00  1.397476e-01                     1
   1360.0000  4.186438e+00  1.415613e-01                     1
   1360.4000  4.247179e+00  1.432049e-01                     1
   1360.8000  4.505080e+00  1.447163e-01                     1
   1361.2000  4.367179e+00  1.427593e-01                     1
   1361.6000  4.686476e+00  1.429270e-01                     1
   1362.0000  4.438033e+00  1.407063e-01                     1
   1362.4000  4.188450e+00  1.412220e-01                     1
   1362.8000  4.076567e+00  1.412794e-01                     1
   1363.2000  4.022893e+00  1.397763e-01                     1
   1363.6000  4.469934e+00  1.443462e-01                     1
   1364.0000  4.096595e+00  1.416079e-01                     1
   1364.4000  4.001058e+00  1.402548e-01                     1
   1364.8000  4.211626e+00  1.407794e-01                     1
   1365.2000  4.072696e+00  1.405760e-01                     1
   1365.6000  4.329263e+00  1.365386e-01                     1
   1366.0000  4.213125e+00  1.384554e-01                     1
   1366.4000  4.174293e+00  1.413807e-01                     1
   1366.8000  4.649314e+00  1.485282e-01                     1
   1367.2000  4.474645e+00  1.450537e-01                     1
   1367.6000  4.189542e+00  1.415283e-01                     1
   1368.0000  3.918841e+00  1.389900e-01                     1
   1368.4000  3.593625e+00  1.333457e-01                     1
   1368.8000  3.748431e+00  1.349297e-01                     1
   1369.2000  3.708268e+00  1.362809e-01                     1
   1369.6000  3.749647e+00  1.364498e-01                     1
   1370.0000  3.645688e+00  1.231519e-01                     1
   1370.4000  3.388300e+00  1.311096e-01                     1
   1370.8000  4.166216e+00  1.427957e-01                     1
   1371.2000  4.793372e+00  1.490288e-01                     1
   1371.6000  3.956562e+00  1.398050e-01                     1
   1372.0000  3.430328e+00  1.323755e-01                     1
   1372.4000  3.867928e+00  1.368053e-01                     1
   1372.8000  4.089741e+00  1.411654e-01                     1
   1373.2000  4.172465e+00  1.429594e-01                     1
   1373.6000  4.176966e+00  1.411439e-01                     1
   1374.0000  4.123776e+00  1.316539e-01                     1
   1374.4000  4.420574e+00  1.459843e-01                     1
   1374.8000  4.615509e+00  1.475349e-01                     1
   1375.2000  4.406547e+00  1.444483e-01                     1
   1375.6000  4.188599e+00  1.434931e-01                     1
   1376.0000  3.963595e+00  1.397381e-01                     1
   1376.4000  3.878082e+00  1.371224e-01                     1
   1376.8000  4.310729e+00  1.454658e-01                     1
   1377.2000  4.589481e+00  1.486826e-01                     1
   1377.6000  4.776112e+00  1.492031e-01                     1
   1378.0000  4.415768e+00  1.463111e-01                     1
   1378.4000  3.566609e+00  1.249609e-01                     1
   1378.8000  3.795889e+00  1.361309e-01                     1
   1379.2000  4.105039e+00  1.422074e-01                     1
   1379.6000  4.388322e+00  1.465368e-01                     1
   1380.0000  3.659008e+00  1.346543e-01                     1
   1380.4000  3.736657e+00  1.367987e-01                     1
   1380.8000  3.732741e+00  1.377393e-01                     1
   1381.2000  3.685707e+00  1.360195e-01                     1
   1381.6000  3.737357e+00  1.361022e-01                     1
   1382.0000  3.708395e+00  1.345624e-01                     1
   1382.4000  4.254618e+00  1.349195e-01                     1
   1382.8000  3.776581e+00  1.359881e-01                     1
   1383.2000  3.951586e+00  1.410556e-01                     1
   1383.6000  3.737928e+00  1.684295e-01                     1
   1384.0000  3.803472e+00  1.552011e-01                     1
   1384.4000  3.907734e+00  1.407594e-01                     1
   1384.8000  4.046393e+00  1.430677e-01                     1
   1385.2000  3.801156e+00  1.373594e-01                     1
   1385.6000  3.630357e+00  1.368547e-01                     1
   1386.0000  3.466544e+00  1.353811e-01                     1
   1386.4000  3.688629e+00  1.343588e-01                     1
   1386.8000  3.786353e+00  1.307570e-01                     1
   1387.2000  3.887928e+00  1.414878e-01                     1
   1387.6000  3.747234e+00  1.801329e-01                     1
   1388.0000  3.723944e+00  1.406416e-01                     1
   1388.4000  3.658993e+00  1.382820e-01                     1
   1388.8000  3.857863e+00  1.402567e-01                     1
   1389.2000  3.467618e+00  1.707223e-01                     1
   1389.6000  3.227781e+00  2.107143e-01                     1
   1390.0000  3.714419e+00  1.655600e-01                     1
   1390.4000  3.719190e+00  1.336803e-01                     1
   1390.8000  3.053081e+00  1.249961e-01                     1
   1391.2000  2.686160e+00  1.244231e-01                     1
   1391.6000  3.383458e+00  1.331700e-01                     1
   1392.0000  3.126558e+00  1.305219e-01                     1
   1392.4000  3.322663e+00  1.340643e-01                     1
   1392.8000  3.211114e+00  1.303320e-01                     1
   1393.2000  3.020059e+00  1.727370e-01                     1
   1393.6000  2.299598e+00  1.809323e-01                     1
   1394.0000  2.281790e+00  1.202036e-01                     1
   1394.4000  2.276226e+00  1.156268e-01                     1
   1394.8000  2.274108e+00  1.133480e-01                     1
   1395.2000  1.998464e+00  1.046444e-01                     1
   1395.6000  2.338307e+00  1.167436e-01                     1
   1396.0000  2.542941e+00  1.222428e-01                     1
   1396.4000  2.583118e+00  1.218668e-01                     1
   1396.8000  2.579610e+00  1.207043e-01                     1
   1397.2000  2.282219e+00  1.176350e-01                     0
   1397.6000  2.230170e+00  1.161991e-01                     0
   1398.0000  2.318829e+00  1.159434e-01                     0
   1398.4000  2.196314e+00  1.156057e-01                     0
   1398.8000  2.095866e+00  1.084921e-01                     0
   1399.2000  1.799600e+00  1.033428e-01                     0
   1399.6000  1.756432e+00  1.071282e-01                     0
   1400.0000  1.447925e+00  1.006808e-01                     0
   1400.4000  1.452244e+00  9.932090e-02                     0
   1400.8000  1.727320e+00  1.061279e-01                     0
   1401.2000  1.963547e+00  1.056337e-01                     0
   1401.6000  2.403506e+00  1.118287e-01                     0
   1402.0000  2.613533e+00  1.163380e-01                     1
   1402.4000  2.500878e+00  1.114981e-01                     1
   1402.8000  2.331151e+00  1.096858e-01                     1
   1403.2000  2.442672e+00  1.070313e-01                     1
   1403.6000  2.765129e+00  1.166540e-01                     1
   1404.0000  2.465264e+00  1.148813e-01                     1
   1404.4000  2.603455e+00  1.785220e-01                     1
   1404.8000  2.431504e+00  1.069832e-01                     1
   1405.2000  2.301972e+00  8.843593e-02                     1
   1405.6000  2.593159e+00  9.081262e-02                     1
   1406.0000  2.416231e+00  8.861771e-02                     1
   1406.4000  2.406690e+00  8.860686e-02                     1
   1406.8000  2.375535e+00  7.637272e-02                     1
   1407.2000  2.548648e+00  7.367808e-02                     1
   1407.6000  2.432029e+00  7.629460e-02                     1
   1408.0000  2.328206e+00  7.554347e-02                     0
   1408.4000  2.245681e+00  7.748461e-02                     0
   1408.8000  2.023975e+00  7.221519e-02                     0
   1409.2000  2.039402e+00  6.999489e-02                     0
   1409.6000  2.051906e+00  7.066277e-02                     0
   1410.0000  2.498835e+00  7.831363e-02                     0
   1410.4000  3.155751e+00  9.538223e-02                     0
   1410.8000  3.689379e+00  9.174063e-02                     1
   1411.2000  4.135865e+00  1.131575e-01                     1
   1411.6000  4.265021e+00  1.137782e-01                     1
   1412.0000  4.218163e+00  8.761690e-02                     1
   1412.4000  4.023136e+00  8.681022e-02                     1
   1412.8000  3.852827e+00  8.532872e-02                     1
   1413.2000  3.522072e+00  8.190528e-02                     1
   1413.6000  3.775404e+00  8.434578e-02                     1
   1414.0000  4.087613e+00  8.777299e-02                     1
   1414.4000  3.984628e+00  9.017294e-02                     1
   1414.8000  3.897987e+00  9.306969e-02                     1
   1415.2000  3.499328e+00  1.159303e-01                     1
   1415.6000  3.683026e+00  9.609160e-02                     1
   1416.0000  3.342338e+00  8.004314e-02                     1
   1416.4000  3.181361e+00  7.928073e-02                     1
   1416.8000  3.114694e+00  7.896188e-02                     1
   1417.2000  3.083200e+00  7.764638e-02                     1
   1417.6000  3.553456e+00  8.353797e-02                     1
   1418.0000  3.554432e+00  8.334341e-02                     1
   1418.4000  3.144249e+00  7.940725e-02                     1
   1418.8000  3.293022e+00  8.313784e-02                     1
   1419.2000  3.585071e+00  8.316825e-02                     1
   1419.6000  3.684013e+00  8.407897e-02                     1
   1420.0000  3.813143e+00  7.965502e-02                     1
   1420.4000  3.805434e+00  8.779332e-02                     1
   1420.8000  3.671957e+00  8.808494e-02                     1
   1421.2000  3.383222e+00  1.072494e-01                     1
   1421.6000  3.132004e+00  1.039566e-01                     1
   1422.0000  3.127660e+00  7.772065e-02                     1
   1422.4000  3.202625e+00  7.839714e-02                     1
   1422.8000  3.292430e+00  8.090958e-02                     1
   1423.2000  3.172957e+00  7.910050e-02                     1
   1423.6000  3.092043e+00  7.776705e-02                     1
   1424.0000  2.653152e+00  6.951361e-02                     1
   1424.4000  2.281798e+00  6.913724e-02                     1
   1424.8000  2.700167e+00  7.794331e-02                     1
   1425.2000  2.818331e+00  1.057295e-01                     1
   1425.6000  3.118111e+00  9.297877e-02                     1
   1426.0000  3.354488e+00  1.150825e-01                     1
   1426.4000  2.899886e+00  1.096002e-01                     1
   1426.8000  2.973213e+00  1.087151e-01                     1
   1427.2000  2.951029e+00  1.113182e-01                     1
   1427.6000  3.172038e+00  1.142882e-01                     1
   1428.0000  3.230412e+00  1.163071e-01                     1
   1428.4000  3.160937e+00  1.136873e-01                     1
   1428.8000  3.301022e+00  1.177783e-01                     1
   1429.2000  3.254112e+00  9.861601e-02                     1
   1429.6000  3.121854e+00  8.969837e-02                     1
   1430.0000  3.273122e+00  9.220673e-02                     1
   1430.4000  3.360917e+00  9.372920e-02                     1
   1430.8000  3.081470e+00  9.958793e-02                     1
   1431.2000  3.035832e+00  1.071551e-01                     1
   1431.6000  3.200249e+00  9.200744e-02                     1
   1432.0000  3.552457e+00  9.664700e-02                     1
   1432.4000  3.360171e+00  9.399880e-02                     1
   1432.8000  3.150068e+00  9.170727e-02                     1
   1433.2000  2.786557e+00  8.679379e-02                     1
   1433.6000  2.580044e+00  8.345861e-02                     1
   1434.0000  2.675247e+00  8.500827e-02                     1
   1434.4000  2.711510e+00  8.592629e-02                     1
   1434.8000  2.449894e+00  8.550109e-02                     1
   1435.2000  2.601034e+00  1.019238e-01                     1
   1435.6000  2.857129e+00  1.055401e-01                     1
   1436.0000  2.919343e+00  9.429789e-02                     1
   1436.4000  3.179310e+00  9.324711e-02                     1
   1436.8000  3.082679e+00  9.216031e-02                     1
   1437.2000  2.991715e+00  9.104984e-02                     1
   1437.6000  2.947371e+00  9.033748e-02                     1
   1438.0000  2.629084e+00  8.561532e-02                     1
   1438.4000  2.790497e+00  8.842850e-02                     1
   1438.8000  3.137594e+00  9.360474e-02                     1
   1439.2000  3.266088e+00  1.024019e-01                     1
   1439.6000  3.458395e+00  1.060644e-01                     1
   1440.0000  3.515885e+00  9.939852e-02                     1
   1440.4000  3.342021e+00  9.688943e-02                     1
   1440.8000  3.215296e+00  9.538044e-02                     1
   1441.2000  3.215004e+00  1.074766e-01                     1
   1441.6000  2.977746e+00  1.113798e-01                     1
   1442.0000  3.114591e+00  9.510462e-02                     1
   1442.4000  3.116015e+00  9.453760e-02                     1
   1442.8000  2.901026e+00  9.137173e-02                     1
   1443.2000  3.195978e+00  9.540800e-02                     1
   1443.6000  3.023268e+00  9.326015e-02                     1
   1444.0000  3.449414e+00  9.976586e-02                     1
   1444.4000  3.198762e+00  9.600301e-02                     1
   1444.8000  3.335535e+00  9.809563e-02                     1
   1445.2000  3.052440e+00  9.900757e-02                     1
   1445.6000  3.169182e+00  1.205013e-01                     1
   1446.0000  2.979062e+00  1.124567e-01                     1
   1446.4000  3.362427e+00  1.037699e-01                     1
   1446.8000  3.415445e+00  1.002346e-01                     1
   1447.2000  3.464704e+00  1.007101e-01                     1
   1447.6000  3.495747e+00  1.012973e-01                     1
   1448.0000  3.328508e+00  9.923888e-02                     1
   1448.4000  3.269096e+00  9.825071e-02                     1
   1448.8000  3.211513e+00  9.743149e-02                     1
   1449.2000  3.024269e+00  9.621107e-02                     1
   1449.6000  3.029220e+00  1.039770e-01                     1
   1450.0000  3.288345e+00  1.056009e-01                     1
   1450.4000  3.339795e+00  9.992191e-02                     1
   1450.8000  3.643793e+00  1.046105e-01                     1
   1451.2000  3.794718e+00  1.067223e-01                     1
   1451.6000  3.179934e+00  1.163330e-01                     1
   1452.0000  2.918030e+00  1.138519e-01                     1
   1452.4000  3.041743e+00  9.622712e-02                     1
   1452.8000  3.401587e+00  1.014242e-01                     1
   1453.2000  3.421927e+00  1.021309e-01                     1
   1453.6000  3.165908e+00  9.864547e-02                     1
   1454.0000  3.112577e+00  9.767980e-02                     1
   1454.4000  2.908199e+00  9.457834e-02                     1
   1454.8000  3.387324e+00  1.021466e-01                     1
   1455.2000  3.433090e+00  1.026207e-01                     1
   1455.6000  3.514189e+00  1.161937e-01                     1
   1456.0000  3.306944e+00  1.306065e-01                     1
   1456.4000  3.187604e+00  1.169225e-01                     1
   1456.8000  3.091387e+00  9.973809e-02                     1
   1457.2000  3.207848e+00  9.998323e-02                     1
   1457.6000  3.265560e+00  1.011757e-01                     1
   1458.0000  3.287561e+00  1.012896e-01                     1
   1458.4000  3.467327e+00  1.040811e-01                     1
   1458.8000  3.130664e+00  9.959962e-02                     1
   1459.2000  3.104438e+00  9.911681e-02                     1
   1459.6000  3.020133e+00  1.000804e-01                     1
   1460.0000  3.194211e+00  1.103882e-01                     1
   1460.4000  3.148278e+00  1.044453e-01                     1
   1460.8000  3.221892e+00  1.010361e-01                     1
   1461.2000  3.159699e+00  1.002515e-01                     1
   1461.6000  2.909118e+00  9.823704e-02                     1
   1462.0000  3.115764e+00  1.205442e-01                     1
   1462.4000  3.011070e+00  1.114778e-01                     1
   1462.8000  3.007600e+00  9.853988e-02                     1
   1463.2000  3.051116e+00  9.923048e-02                     1
   1463.6000  3.361003e+00  1.037886e-01                     1
   1464.0000  2.842598e+00  9.591457e-02                     1
   1464.4000  3.167653e+00  1.013983e-01                     1
   1464.8000  3.035963e+00  9.936124e-02                     1
   1465.2000  3.112148e+00  1.005704e-01                     1
   1465.6000  3.263225e+00  1.030154e-01                     1
   1466.0000  3.313791e+00  1.191176e-01                     1
   1466.4000  3.228641e+00  1.324721e-01                     1
   1466.8000  3.277994e+00  1.125878e-01                     1
   1467.2000  3.234162e+00  1.029021e-01                     1
   1467.6000  3.031483e+00  9.948556e-02                     1
   1468.0000  3.118901e+00  1.010811e-01                     1
   1468.4000  3.162789e+00  1.020111e-01                     1
   1468.8000  3.159495e+00  1.019423e-01                     1
   1469.2000  2.950785e+00  9.855367e-02                     1
   1469.6000  3.077663e+00  1.011293e-01                     1
   1470.0000  3.134858e+00  1.053229e-01                     1
   1470.4000  3.415931e+00  1.159840e-01                     1
   1470.8000  3.547206e+00  1.103803e-01                     1
   1471.2000  3.438841e+00  1.068388e-01                     1
   1471.6000  3.371697e+00  1.058024e-01                     1
   1472.0000  3.283350e+00  1.069611e-01                     1
   1472.4000  2.969457e+00  1.208896e-01                     1
   1472.8000  2.950906e+00  1.096627e-01                     1
   1473.2000  2.844054e+00  9.752626e-02                     1
   1473.6000  3.067846e+00  1.014449e-01                     1
   1474.0000  2.864470e+00  9.846764e-02                     1
   1474.4000  2.733531e+00  9.603373e-02                     1
   1474.8000  2.750244e+00  9.643482e-02                     1
   1475.2000  2.732445e+00  9.627585e-02                     1
   1475.6000  2.725186e+00  9.592674e-02                     1
   1476.0000  2.959527e+00  9.966798e-02                     1
   1476.4000  3.014112e+00  1.160820e-01                     1
   1476.8000  3.041613e+00  1.308064e-01                     1
   1477.2000  2.953244e+00  1.063639e-01                     1
   1477.6000  3.054328e+00  1.016798e-01                     1
   1478.0000  2.935950e+00  9.984883e-02                     1
   1478.4000  3.209416e+00  1.041376e-01                     1
   1478.8000  2.906616e+00  9.932264e-02                     1
   1479.2000  3.166206e+00  1.039263e-01                     1
   1479.6000  3.401402e+00  1.075599e-01                     1
   1480.0000  3.043392e+00  1.017037e-01                     1
   1480.4000  2.772163e+00  1.033692e-01                     1
   1480.8000  2.716643e+00  1.061852e-01                     1
   1481.2000  2.979234e+00  1.008364e-01                     1
   1481.6000  3.343711e+00  1.065235e-01                     1
   1482.0000  3.397446e+00  1.074618e-01                     1
   1482.4000  3.410761e+00  1.191121e-01                     1
   1482.8000  3.336914e+00  1.282953e-01                     1
   1483.2000  3.355315e+00  1.118505e-01                     1
   1483.6000  2.898227e+00  1.000724e-01                     1
   1484.0000  2.986376e+00  1.012276e-01                     1
   1484.4000  2.823382e+00  9.845117e-02                     1
   1484.8000  3.028180e+00  1.019797e-01                     1
   1485.2000  2.997730e+00  1.013947e-01                     1
   1485.6000  2.831629e+00  9.848267e-02                     1
   1486.0000  3.027988e+00  1.020966e-01                     1
   1486.4000  3.193462e+00  1.071208e-01                     1
   1486.8000  3.222167e+00  1.274759e-01                     1
   1487.2000  3.087352e+00  1.282786e-01                     1
   1487.6000  3.188825e+00  1.116843e-01                     1
   1488.0000  3.134488e+00  1.034953e-01                     1
   1488.4000  2.847992e+00  9.882249e-02                     1
   1488.8000  2.977750e+00  1.013233e-01                     1
   1489.2000  3.110831e+00  1.032406e-01                     1
   1489.6000  3.005805e+00  1.013481e-01                     1
   1490.0000  3.057812e+00  1.024703e-01                     1
   1490.4000  3.037513e+00  1.023595e-01                     1
   1490.8000  2.747815e+00  1.040900e-01                     1
   1491.2000  2.842010e+00  1.081685e-01                     1
   1491.6000  3.047063e+00  1.022556e-01                     1
   1492.0000  2.857459e+00  9.893246e-02                     1
   1492.4000  2.928179e+00  1.000105e-01                     1
   1492.8000  2.994583e+00  1.150055e-01                     1
   1493.2000  2.912886e+00  1.204993e-01                     1
   1493.6000  2.826914e+00  1.037821e-01                     1
   1494.0000  3.042845e+00  1.020727e-01                     1
   1494.4000  3.365280e+00  1.070131e-01                     1
   1494.8000  3.345212e+00  1.063480e-01                     1
   1495.2000  3.295671e+00  1.055231e-01                     1
   1495.6000  3.400277e+00  1.073049e-01                     1
   1496.0000  3.583520e+00  1.100944e-01                     1
   1496.4000  3.583830e+00  1.099149e-01                     1
   1496.8000  3.161367e+00  1.084281e-01                     1
   1497.2000  2.909882e+00  1.202624e-01                     1
   1497.6000  3.216498e+00  1.294000e-01                     1
   1498.0000  3.367935e+00  1.093994e-01                     1
   1498.4000  3.237384e+00  1.046854e-01                     1
   1498.8000  3.159354e+00  1.041614e-01                     1
   1499.2000  3.134643e+00  1.120920e-01                     1
   1499.6000  3.224888e+00  1.147234e-01                     1
   1500.0000  3.108290e+00  1.130596e-01                     1
   1500.4000  3.091060e+00  1.126213e-01                     1
   1500.8000  2.755100e+00  9.809334e-02                     1
   1501.2000  2.868172e+00  1.093531e-01                     1
   1501.6000  2.864386e+00  1.079996e-01                     1
   1502.0000  2.866369e+00  9.833706e-02                     1
   1502.4000  2.843756e+00  9.829956e-02                     1
   1502.8000  2.807733e+00  1.049586e-01                     1
   1503.2000  2.917165e+00  1.298232e-01                     1
   1503.6000  3.076932e+00  1.563766e-01                     1
   1504.0000  3.252956e+00  1.302785e-01                     1
   1504.4000  3.204474e+00  1.206964e-01                     1
   1504.8000  2.952185e+00  1.267401e-01                     1
   1505.2000  2.882681e+00  1.325289e-01                     1
   1505.6000  3.039070e+00  1.250520e-01                     1
   1506.0000  2.852240e+00  1.214824e-01                     1
   1506.4000  2.342163e+00  1.021363e-01                     1
   1506.8000  2.402191e+00  9.062740e-02                     1
   1507.2000  2.562527e+00  1.227439e-01                     1
   1507.6000  2.306705e+00  1.291958e-01                     1
   1508.0000  2.311375e+00  1.144152e-01                     1
   1508.4000  2.206947e+00  9.843408e-02                     1
   1508.8000  2.269304e+00  9.189376e-02                     1
   1509.2000  2.409028e+00  1.224697e-01                     1
   1509.6000  2.055087e+00  1.511507e-01                     1
   1510.0000  2.764680e+00  1.712915e-01                     1
   1510.4000  2.807400e+00  1.665418e-01                     1
   1510.8000  2.705878e+00  1.076083e-01                     1
   1511.2000  2.832657e+00  1.060841e-01                     1
   1511.6000  2.816483e+00  1.117547e-01                     1
   1512.0000  2.628730e+00  9.855217e-02                     1
   1512.4000  2.638808e+00  9.435036e-02                     1
   1512.8000  2.526166e+00  9.223320e-02                     1
   1513.2000  2.863166e+00  9.830018e-02                     1
   1513.6000  2.766954e+00  1.476548e-01                     1
   1514.0000  3.263004e+00  1.598827e-01                     1
   1514.4000  3.170528e+00  1.266782e-01                     1
   1514.8000  3.203415e+00  1.209592e-01                     1
   1515.2000  3.027126e+00  1.008390e-01                     1
   1515.6000  3.387727e+00  1.063116e-01                     1
   1516.0000  3.240036e+00  1.043569e-01                     1
   1516.4000  3.121511e+00  1.024637e-01                     1
   1516.8000  3.228487e+00  1.038021e-01                     1
   1517.2000  3.430964e+00  1.071210e-01                     1
   1517.6000  3.270581e+00  1.164335e-01                     1
   1518.0000  3.064267e+00  1.311113e-01                     1
   1518.4000  2.862185e+00  1.080630e-01                     1
   1518.8000  2.589731e+00  9.378760e-02                     1
   1519.2000  2.353705e+00  8.949311e-02                     1
   1519.6000  2.545662e+00  9.283031e-02                     1
   1520.0000  2.526888e+00  9.302409e-02                     1
   1520.4000  2.133164e+00  8.617403e-02                     1
   1520.8000  2.570678e+00  9.368367e-02                     1
   1521.2000  2.500745e+00  9.234713e-02                     1
   1521.6000  2.954587e+00  1.044951e-01                     1
   1522.0000  3.060243e+00  1.114463e-01                     1
   1522.4000  3.175394e+00  1.046091e-01                     1
   1522.8000  2.932176e+00  9.984616e-02                     1
   1523.2000  2.477359e+00  9.227349e-02                     1
   1523.6000  2.414477e+00  9.588241e-02                     1
   1524.0000  2.528251e+00  1.122855e-01                     1
   1524.4000  2.259419e+00  9.613568e-02                     1
   1524.8000  2.545922e+00  9.333532e-02                     0
   1525.2000  2.655746e+00  9.513432e-02                     0
   1525.6000  2.739943e+00  9.683109e-02                     0
   1526.0000  2.823317e+00  9.822703e-02                     0
   1526.4000  2.408993e+00  9.110318e-02                     0
   1526.8000  1.495905e+00  7.335699e-02                     0
   1527.2000  2.105358e+00  8.581547e-02                     0
   1527.6000  2.560072e+00  9.371889e-02                     0
   1528.0000  2.473523e+00  1.098134e-01                     0
   1528.4000  2.494555e+00  1.152549e-01                     0
   1528.8000  2.813714e+00  1.045159e-01                     1
   1529.2000  2.790631e+00  9.780149e-02                     1
   1529.6000  2.936426e+00  1.005311e-01                     1
   1530.0000  3.408221e+00  1.079213e-01                     1
   1530.4000  3.348996e+00  1.066251e-01                     1
   1530.8000  3.197445e+00  1.046690e-01                     1
   1531.2000  2.969622e+00  1.011205e-01                     1
   1531.6000  2.641171e+00  9.552999e-02                     0
   1532.0000  2.442469e+00  9.537785e-02                     0
   1532.4000  2.205509e+00  9.625219e-02                     0
   1532.8000  1.861454e+00  8.156659e-02                     0
   1533.2000  1.875984e+00  8.167244e-02                     0
   1533.6000  1.529218e+00  7.457379e-02                     0
   1534.0000  1.715529e+00  8.147068e-02                     0
   1534.4000  1.924226e+00  9.909585e-02                     0
   1534.8000  1.845131e+00  8.434978e-02                     0
   1535.2000  2.181424e+00  8.836355e-02                     0
   1535.6000  2.307075e+00  9.019588e-02                     1
   1536.0000  2.837541e+00  9.930932e-02                     1
   1536.4000  2.433755e+00  9.286132e-02                     1
   1536.8000  2.910251e+00  1.011096e-01                     1
   1537.2000  2.844972e+00  9.966495e-02                     1
   1537.6000  2.452096e+00  9.312510e-02                     1
   1538.0000  2.107541e+00  8.728745e-02                     1
   1538.4000  2.213095e+00  1.042147e-01                     1
   1538.8000  2.134649e+00  1.086351e-01                     1
   1539.2000  1.930166e+00  8.706285e-02                     1
   1539.6000  1.832604e+00  8.214628e-02                     1
   1540.0000  1.809081e+00  8.148544e-02                     1
   1540.4000  1.695001e+00  7.937187e-02                     1
   1540.8000  1.622258e+00  7.791385e-02                     1
   1541.2000  1.683849e+00  7.895441e-02                     1
   1541.6000  1.869121e+00  8.278750e-02                     1
   1542.0000  1.900985e+00  8.374133e-02                     1
   1542.4000  2.113466e+00  9.545138e-02                     1
   1542.8000  2.124958e+00  9.354992e-02                     1
   1543.2000  2.193264e+00  8.975529e-02                     1
   1543.6000  2.035465e+00  8.688769e-02                     1
   1544.0000  2.071800e+00  8.763478e-02                     1
   1544.4000  1.900157e+00  9.377112e-02                     1
   1544.8000  1.948003e+00  1.019252e-01                     1
   1545.2000  1.729601e+00  8.088617e-02                     1
   1545.6000  1.731674e+00  8.090734e-02                     1
   1546.0000  1.549284e+00  7.740053e-02                     1
   1546.4000  1.411743e+00  7.445441e-02                     1
   1546.8000  1.579640e+00  7.817755e-02                     1
   1547.2000  1.451176e+00  7.550202e-02                     1
   1547.6000  1.328051e+00  7.277509e-02                     1
   1548.0000  1.094585e+00  6.701684e-02                     1
   1548.4000  7.291422e-01  5.960198e-02                     1
   1548.8000  1.116581e+00  8.214489e-02                     1
   1549.2000  1.174659e+00  8.028431e-02                     1
   1549.6000  1.032006e+00  6.714995e-02                     1
   1550.0000  8.887484e-01  6.196484e-02                     1
   1550.4000  1.031355e+00  6.558107e-02                     1
   1550.8000  8.808871e-01  6.105160e-02                     1
   1551.2000  1.043292e+00  6.581543e-02                     1
   1551.6000  9.759997e-01  6.435225e-02                     1
   1552.0000  1.057458e+00  6.634424e-02                     1
   1552.4000  9.480516e-01  6.332442e-02                     1
   1552.8000  1.143783e+00  7.574181e-02                     1
   1553.2000  1.140400e+00  7.260304e-02                     1
   1553.6000  9.784155e-01  6.440055e-02                     1
   1554.0000  9.724657e-01  6.451143e-02                     0
   1554.4000  7.718697e-01  5.923753e-02                     0
   1554.8000  7.531399e-01  6.691292e-02                     0
   1555.2000  6.594608e-01  6.504179e-02                     0
   1555.6000  8.301780e-01  6.117213e-02                     0
   1556.0000  1.027127e+00  6.674555e-02                     0
   1556.4000  1.317004e+00  7.394057e-02                     0
   1556.8000  1.403041e+00  7.638910e-02                     1
   1557.2000  1.558493e+00  8.015411e-02                     0
   1557.6000  1.407893e+00  7.663787e-02                     0
   1558.0000  1.493585e+00  7.872762e-02                     0
   1558.4000  1.933446e+00  8.852652e-02                     0
   1558.8000  2.368417e+00  1.059614e-01                     1
   1559.2000  2.935958e+00  1.314024e-01                     1
   1559.6000  2.693635e+00  1.171804e-01                     1
