1124.7711182   0.0000000e+00   0.0000000e+00   4.5885748e-15    0.0000000
1124.8309326   0.0000000e+00   0.0000000e+00   4.5876655e-15    0.0000000
1124.8907471   0.0000000e+00   0.0000000e+00   4.5867787e-15    0.0000000
1124.9505615   0.0000000e+00   0.0000000e+00   4.5859147e-15    0.0000000
1125.0103760   0.0000000e+00   0.0000000e+00   4.5850732e-15    0.0000000
1125.0701904   0.0000000e+00   0.0000000e+00   4.5842545e-15    0.0000000
1125.1300049   0.0000000e+00   0.0000000e+00   4.5834592e-15    0.0000000
1125.1898193   0.0000000e+00   0.0000000e+00   4.5826875e-15    0.0000000
1125.2496338   0.0000000e+00   0.0000000e+00   4.5819383e-15    0.0000000
1125.3094482   0.0000000e+00   0.0000000e+00   4.5812137e-15    0.0000000
1125.3692627   0.0000000e+00   0.0000000e+00   4.5805119e-15    0.0000000
1125.4290771   0.0000000e+00   0.0000000e+00   4.5798343e-15    0.0000000
1125.4888916   0.0000000e+00   0.0000000e+00   4.5791812e-15    0.0000000
1125.5488281   0.0000000e+00   0.0000000e+00   4.5785502e-15    0.0000000
1125.6086426   0.0000000e+00   0.0000000e+00   4.5779454e-15    0.0000000
1125.6684570   0.0000000e+00   0.0000000e+00   4.5773652e-15    0.0000000
1125.7282715   0.0000000e+00   0.0000000e+00   4.5768095e-15    0.0000000
1125.7880859   0.0000000e+00   0.0000000e+00   4.5762780e-15    0.0000000
1125.8479004   0.0000000e+00   0.0000000e+00   4.5757724e-15    0.0000000
1125.9077148   0.0000000e+00   0.0000000e+00   4.5752908e-15    0.0000000
1125.9675293   0.0000000e+00   0.0000000e+00   4.5748351e-15    0.0000000
1126.0273438   0.0000000e+00   0.0000000e+00   4.5744052e-15    0.0000000
1126.0871582   0.0000000e+00   0.0000000e+00   4.5739991e-15    0.0000000
1126.1469727   0.0000000e+00   0.0000000e+00   4.5736200e-15    0.0000000
1126.2067871   0.0000000e+00   0.0000000e+00   4.5732639e-15    0.0000000
1126.2666016   0.0000000e+00   0.0000000e+00   4.5729327e-15    0.0000000
1126.3264160   0.0000000e+00   0.0000000e+00   4.5726227e-15    0.0000000
1126.3862305   0.0000000e+00   0.0000000e+00   4.5723364e-15    0.0000000
1126.4460449   0.0000000e+00   0.0000000e+00   4.5720721e-15    0.0000000
1126.5058594   0.0000000e+00   0.0000000e+00   4.5718290e-15    0.0000000
1126.5656738   0.0000000e+00   0.0000000e+00   4.5716071e-15    0.0000000
1126.6254883   0.0000000e+00   0.0000000e+00   4.5714046e-15    0.0000000
1126.6853027   0.0000000e+00   0.0000000e+00   4.5712229e-15    0.0000000
1126.7451172   0.0000000e+00   0.0000000e+00   4.5710590e-15    0.0000000
1126.8049316   0.0000000e+00   0.0000000e+00   4.5709142e-15    0.0000000
1126.8648682   0.0000000e+00   0.0000000e+00   4.5707871e-15    0.0000000
1126.9246826   0.0000000e+00   0.0000000e+00   4.5706770e-15    0.0000000
1126.9844971   0.0000000e+00   0.0000000e+00   4.5705847e-15    0.0000000
1127.0443115   0.0000000e+00   0.0000000e+00   4.5705076e-15    0.0000000
1127.1041260   0.0000000e+00   0.0000000e+00   4.5704471e-15    0.0000000
1127.1639404   0.0000000e+00   0.0000000e+00   4.5704009e-15    0.0000000
1127.2237549   0.0000000e+00   0.0000000e+00   4.5703687e-15    0.0000000
1127.2835693   0.0000000e+00   0.0000000e+00   4.5703513e-15    0.0000000
1127.3433838   0.0000000e+00   0.0000000e+00   4.5703467e-15    0.0000000
1127.4031982   0.0000000e+00   0.0000000e+00   4.5703543e-15    0.0000000
1127.4630127   0.0000000e+00   0.0000000e+00   4.5703755e-15    0.0000000
1127.5228271   0.0000000e+00   0.0000000e+00   4.5704068e-15    0.0000000
