#Final resampeld spectrum with mask used for the fit
#
#Milky Way reddening already corrected
#
#Four columns
#1. lambda   2. flux   3. error   4. mask
#
   1162.8000  1.931877e+00  1.157777e-01                     1
   1163.2000  1.972804e+00  1.146102e-01                     1
   1163.6000  2.028427e+00  1.194982e-01                     1
   1164.0000  2.203094e+00  1.199503e-01                     1
   1164.4000  2.233831e+00  1.170429e-01                     1
   1164.8000  2.337658e+00  1.193245e-01                     1
   1165.2000  2.671652e+00  1.237047e-01                     1
   1165.6000  2.477588e+00  1.175716e-01                     1
   1166.0000  2.533888e+00  1.202725e-01                     1
   1166.4000  2.351232e+00  1.185768e-01                     1
   1166.8000  2.389936e+00  1.174502e-01                     1
   1167.2000  2.293164e+00  1.159433e-01                     1
   1167.6000  2.114439e+00  1.144475e-01                     1
   1168.0000  1.999758e+00  1.118669e-01                     1
   1168.4000  1.891252e+00  1.109896e-01                     1
   1168.8000  2.567343e+00  1.216580e-01                     1
   1169.2000  2.173935e+00  1.131059e-01                     1
   1169.6000  2.103506e+00  1.108251e-01                     1
   1170.0000  2.528953e+00  1.175641e-01                     1
   1170.4000  2.076302e+00  1.118748e-01                     1
   1170.8000  1.685588e+00  1.045306e-01                     1
   1171.2000  2.189113e+00  1.122913e-01                     1
   1171.6000  2.143093e+00  1.118654e-01                     1
   1172.0000  1.980406e+00  1.103286e-01                     1
   1172.4000  1.944707e+00  1.087204e-01                     1
   1172.8000  1.845047e+00  1.073227e-01                     1
   1173.2000  2.021472e+00  1.082891e-01                     1
   1173.6000  2.036006e+00  1.088403e-01                     1
   1174.0000  1.428581e+00  1.016375e-01                     1
   1174.4000  1.538096e+00  1.022045e-01                     1
   1174.8000  1.403504e+00  9.971355e-02                     1
   1175.2000  1.364745e+00  1.003658e-01                     1
   1175.6000  1.082626e+00  9.603825e-02                     1
   1176.0000  7.980961e-01  9.106160e-02                     1
   1176.4000  4.507442e-01  8.717666e-02                     1
   1176.8000  3.508993e-01  8.611580e-02                     1
   1177.2000  3.162080e-01  8.431400e-02                     1
   1177.6000  5.189116e-01  8.848074e-02                     1
   1178.0000  6.790650e-01  9.116767e-02                     1
   1178.4000  1.146616e+00  9.612391e-02                     1
   1178.8000  1.749597e+00  1.052781e-01                     1
   1179.2000  1.689054e+00  1.049162e-01                     1
   1179.6000  1.763564e+00  1.037692e-01                     1
   1180.0000  1.960216e+00  1.062430e-01                     1
   1180.4000  1.988173e+00  1.092246e-01                     1
   1180.8000  1.892905e+00  1.052469e-01                     1
   1181.2000  2.108978e+00  1.068911e-01                     1
   1181.6000  2.187915e+00  1.085419e-01                     1
   1182.0000  2.424987e+00  1.100443e-01                     1
   1182.4000  2.407307e+00  1.084446e-01                     1
   1182.8000  2.494292e+00  1.104686e-01                     1
   1183.2000  2.343928e+00  1.083647e-01                     1
   1183.6000  2.395868e+00  1.070239e-01                     1
   1184.0000  2.440542e+00  1.084448e-01                     1
   1184.4000  2.009655e+00  1.031648e-01                     1
   1184.8000  1.961086e+00  1.001330e-01                     1
   1185.2000  2.083048e+00  1.029708e-01                     1
   1185.6000  2.225441e+00  1.055445e-01                     1
   1186.0000  1.915878e+00  9.706618e-02                     1
   1186.4000  2.111905e+00  1.003038e-01                     1
   1186.8000  2.394069e+00  1.036420e-01                     1
   1187.2000  2.438489e+00  1.023842e-01                     1
   1187.6000  2.233349e+00  9.957474e-02                     1
   1188.0000  2.405794e+00  1.025028e-01                     1
   1188.4000  2.245329e+00  9.962908e-02                     1
   1188.8000  2.434885e+00  1.025650e-01                     1
   1189.2000  2.409980e+00  1.018212e-01                     0
   1189.6000  2.585179e+00  1.026715e-01                     0
   1190.0000  1.296962e+00  8.605856e-02                     0
   1190.4000  8.377267e-01  8.135161e-02                     0
   1190.8000  1.517831e+00  8.972487e-02                     0
   1191.2000  1.330381e+00  8.557983e-02                     0
   1191.6000  5.405875e-01  7.538052e-02                     0
   1192.0000  1.844139e-01  7.006199e-02                     0
   1192.4000  1.105553e+00  8.160667e-02                     0
   1192.8000  1.358115e+00  8.487883e-02                     0
   1193.2000  6.110116e-01  7.521818e-02                     0
   1193.6000  1.798408e+00  9.070252e-02                     0
   1194.0000  1.049582e+00  8.094043e-02                     0
   1194.4000  4.387787e-01  7.211967e-02                     0
   1194.8000  1.750368e-01  6.720036e-02                     0
   1195.2000  4.501368e-01  7.059675e-02                     0
   1195.6000  1.171082e+00  8.109279e-02                     0
   1196.0000  1.460324e+00  8.367499e-02                     0
   1196.4000  1.862762e+00  8.702068e-02                     0
   1196.8000  2.262752e+00  9.297598e-02                     0
   1197.2000  2.337160e+00  9.513606e-02                     0
   1197.6000  2.556519e+00  9.415037e-02                     0
   1198.0000  2.366121e+00  9.240780e-02                     0
   1198.4000  2.317431e+00  9.209596e-02                     0
   1198.8000  1.786349e+00  8.480673e-02                     0
   1199.2000  1.380416e+00  8.062109e-02                     0
   1199.6000  1.199879e+00  7.866352e-02                     0
   1200.0000  8.753778e-01  7.327962e-02                     0
   1200.4000  7.983259e-01  7.257046e-02                     0
   1200.8000  5.932444e-01  7.037848e-02                     0
   1201.2000  2.003973e-01  6.362133e-02                     0
   1201.6000  4.119533e-01  6.646185e-02                     0
   1202.0000  1.062040e-01  6.293652e-02                     0
   1202.4000  2.854254e-01  6.529797e-02                     0
   1202.8000  1.017215e+00  7.374378e-02                     0
   1203.2000  1.257768e+00  7.764659e-02                     0
   1203.6000  1.375502e+00  7.856269e-02                     0
   1204.0000  1.663131e+00  8.034909e-02                     0
   1204.4000  1.904737e+00  8.374855e-02                     0
   1204.8000  1.859379e+00  8.330051e-02                     0
   1205.2000  1.694884e+00  8.005283e-02                     0
   1205.6000  1.475661e+00  7.947072e-02                     0
   1206.0000  7.293056e-01  7.036658e-02                     0
   1206.4000  2.186177e-01  6.143158e-02                     0
   1206.8000  6.658568e-01  6.805611e-02                     0
   1207.2000  5.409465e-01  6.700369e-02                     0
   1207.6000  3.903112e-02  6.050282e-02                     0
   1208.0000  4.224326e-02  8.686380e-02                     0
   1208.4000  1.396578e-01  7.148601e-02                     0
   1208.8000  8.422658e-01  6.933387e-02                     0
   1209.2000  1.256972e+00  7.258337e-02                     0
   1209.6000  1.639969e+00  7.696092e-02                     0
   1210.0000  1.839139e+00  7.802235e-02                     0
   1210.4000  1.957125e+00  7.783528e-02                     0
   1210.8000  1.933555e+00  7.850347e-02                     0
   1211.2000  1.944299e+00  8.864774e-02                     0
   1211.6000  2.152414e+00  1.022100e-01                     0
   1212.0000  1.606224e+00  1.028524e-01                     0
   1212.4000  2.497097e+00  1.084074e-01                     0
   1212.8000  2.155642e+00  1.007955e-01                     0
   1213.2000  2.320776e+00  6.835145e-02                     0
   1213.6000  3.088872e+00  6.671505e-02                     0
   1214.0000  8.466875e+00  1.693375e-01                     0
   1214.4000  1.381507e+02  2.763015e+00                     0
   1214.8000  4.562039e+04  9.124078e+02                     0
   1215.2000  0.000000e+00  1.736138e+00                     0
   1215.6000  0.000000e+00  2.617014e+00                     0
   1216.0000  0.000000e+00  1.000000e+00                     0
   1216.4000  0.000000e+00  1.000000e+00                     0
   1216.8000  0.000000e+00  8.450726e-02                     0
   1217.2000  0.000000e+00  6.783267e-02                     0
   1217.6000  0.000000e+00  6.480709e-02                     0
   1218.0000  0.000000e+00  6.224668e-02                     0
   1218.4000  0.000000e+00  6.266256e-02                     0
   1218.8000  6.820890e+02  1.364178e+01                     0
   1219.2000  2.717411e+01  5.434821e-01                     0
   1219.6000  7.187580e+00  1.437516e-01                     0
   1220.0000  4.538267e+00  9.076534e-02                     0
   1220.4000  4.069060e+00  8.138120e-02                     0
   1220.8000  3.749293e+00  7.498587e-02                     0
   1221.2000  2.710650e+00  7.328738e-02                     0
   1221.6000  2.680570e+00  7.523505e-02                     0
   1222.0000  2.499298e+00  7.585378e-02                     0
   1222.4000  2.498089e+00  8.016223e-02                     0
   1222.8000  2.315476e+00  7.911389e-02                     0
   1223.2000  2.516175e+00  8.061463e-02                     0
   1223.6000  2.178115e+00  8.051215e-02                     0
   1224.0000  2.541033e+00  8.476410e-02                     0
   1224.4000  2.679489e+00  8.540663e-02                     0
   1224.8000  2.743222e+00  8.762497e-02                     0
   1225.2000  2.681180e+00  8.820253e-02                     0
   1225.6000  2.547588e+00  8.614991e-02                     0
   1226.0000  3.014662e+00  9.137099e-02                     0
   1226.4000  2.949227e+00  9.207741e-02                     0
   1226.8000  2.419866e+00  8.590623e-02                     0
   1227.2000  2.236523e+00  8.709838e-02                     1
   1227.6000  2.226664e+00  8.856857e-02                     1
   1228.0000  2.410010e+00  8.813199e-02                     1
   1228.4000  2.248810e+00  8.615220e-02                     1
   1228.8000  2.105241e+00  8.640463e-02                     1
   1229.2000  2.416419e+00  8.945839e-02                     1
   1229.6000  2.125074e+00  8.543263e-02                     1
   1230.0000  2.141218e+00  8.751303e-02                     1
   1230.4000  1.804193e+00  8.410135e-02                     1
   1230.8000  2.052702e+00  8.781977e-02                     1
   1231.2000  1.663477e+00  8.298637e-02                     1
   1231.6000  1.533502e+00  8.123289e-02                     1
   1232.0000  1.574009e+00  8.049134e-02                     1
   1232.4000  2.015497e+00  8.665342e-02                     1
   1232.8000  2.467199e+00  9.226147e-02                     1
   1233.2000  2.387193e+00  9.053928e-02                     1
   1233.6000  2.299343e+00  8.989968e-02                     1
   1234.0000  2.337146e+00  9.110645e-02                     1
   1234.4000  2.155892e+00  8.879200e-02                     1
   1234.8000  2.069357e+00  8.776443e-02                     1
   1235.2000  2.032768e+00  8.857337e-02                     1
   1235.6000  2.026412e+00  8.922409e-02                     1
   1236.0000  2.086009e+00  8.968348e-02                     1
   1236.4000  2.179085e+00  9.091243e-02                     1
   1236.8000  2.047108e+00  8.947439e-02                     1
   1237.2000  1.943951e+00  8.692244e-02                     1
   1237.6000  1.968073e+00  8.867998e-02                     1
   1238.0000  1.996282e+00  8.963415e-02                     1
   1238.4000  2.024396e+00  8.854205e-02                     1
   1238.8000  2.018350e+00  8.936945e-02                     1
   1239.2000  1.981426e+00  9.172287e-02                     0
   1239.6000  1.323107e+00  8.090136e-02                     0
   1240.0000  1.129526e+00  7.829583e-02                     0
   1240.4000  1.558540e+00  8.469122e-02                     0
   1240.8000  2.123837e+00  9.071442e-02                     0
   1241.2000  2.577321e+00  9.570474e-02                     0
   1241.6000  2.411566e+00  9.522656e-02                     1
   1242.0000  2.487259e+00  9.565987e-02                     1
   1242.4000  2.581897e+00  9.599710e-02                     1
   1242.8000  2.501448e+00  9.680925e-02                     1
   1243.2000  2.599751e+00  9.767340e-02                     1
   1243.6000  2.228827e+00  9.217346e-02                     0
   1244.0000  2.004718e+00  9.274601e-02                     0
   1244.4000  2.389602e+00  9.817038e-02                     0
   1244.8000  2.573615e+00  9.624400e-02                     0
   1245.2000  2.992059e+00  1.015933e-01                     1
   1245.6000  3.099689e+00  1.036813e-01                     1
   1246.0000  3.057881e+00  1.019944e-01                     1
   1246.4000  2.925787e+00  1.009170e-01                     1
   1246.8000  2.832746e+00  1.011370e-01                     1
   1247.2000  2.810868e+00  9.880958e-02                     1
   1247.6000  2.532162e+00  9.922948e-02                     1
   1248.0000  2.349719e+00  9.630007e-02                     1
   1248.4000  1.963637e+00  9.067524e-02                     1
   1248.8000  1.409720e+00  8.257189e-02                     1
   1249.2000  1.425653e+00  8.464214e-02                     1
   1249.6000  1.828530e+00  8.951660e-02                     1
   1250.0000  2.295176e+00  9.411635e-02                     0
   1250.4000  1.906253e+00  9.109595e-02                     0
   1250.8000  2.470347e+00  9.811437e-02                     0
   1251.2000  2.558627e+00  9.758525e-02                     0
   1251.6000  2.267063e+00  9.551223e-02                     0
   1252.0000  1.602533e+00  8.746565e-02                     0
   1252.4000  1.674021e+00  8.858358e-02                     0
   1252.8000  2.273326e+00  9.740985e-02                     0
   1253.2000  2.203169e+00  9.526261e-02                     0
   1253.6000  1.661235e+00  8.727520e-02                     0
   1254.0000  2.299685e+00  9.574076e-02                     0
   1254.4000  2.427937e+00  9.803923e-02                     0
   1254.8000  2.538645e+00  9.852309e-02                     0
   1255.2000  1.954007e+00  9.113030e-02                     0
   1255.6000  1.216192e+00  8.207752e-02                     0
   1256.0000  2.469073e+00  1.006145e-01                     0
   1256.4000  2.407091e+00  9.690241e-02                     0
   1256.8000  2.573074e+00  1.005283e-01                     0
   1257.2000  2.651056e+00  1.015283e-01                     1
   1257.6000  2.562050e+00  9.903417e-02                     1
   1258.0000  2.469783e+00  9.906915e-02                     1
   1258.4000  2.459602e+00  9.884247e-02                     0
   1258.8000  2.387286e+00  9.670211e-02                     0
   1259.2000  1.911211e+00  9.151694e-02                     0
   1259.6000  1.793974e+00  9.095981e-02                     0
   1260.0000  8.596950e-01  7.594455e-02                     0
   1260.4000  4.913112e-01  6.936618e-02                     0
   1260.8000  1.462178e+00  8.688273e-02                     0
   1261.2000  5.888719e-01  7.317193e-02                     0
   1261.6000  1.781443e-01  6.355985e-02                     0
   1262.0000  6.587624e-02  6.216197e-02                     0
   1262.4000  3.198241e-01  6.677965e-02                     0
   1262.8000  1.852323e+00  9.036352e-02                     0
   1263.2000  2.369555e+00  9.833179e-02                     1
   1263.6000  2.287294e+00  9.738083e-02                     1
   1264.0000  2.418301e+00  9.735527e-02                     0
   1264.4000  2.778384e+00  1.049397e-01                     0
   1264.8000  2.525458e+00  1.009883e-01                     0
   1265.2000  2.682909e+00  1.003918e-01                     0
   1265.6000  2.319186e+00  9.666925e-02                     0
   1266.0000  2.155679e+00  9.646845e-02                     0
   1266.4000  1.876501e+00  9.268689e-02                     0
   1266.8000  1.988549e+00  9.263145e-02                     0
   1267.2000  2.312626e+00  9.634979e-02                     0
   1267.6000  2.354691e+00  9.679028e-02                     0
   1268.0000  2.587760e+00  9.891558e-02                     0
   1268.4000  2.837082e+00  1.047211e-01                     0
   1268.8000  2.576051e+00  1.022992e-01                     0
   1269.2000  2.668851e+00  1.004976e-01                     0
   1269.6000  2.219674e+00  1.003785e-01                     0
   1270.0000  2.696950e+00  1.026865e-01                     0
   1270.4000  2.464143e+00  9.731115e-02                     0
   1270.8000  2.176680e+00  1.335062e-01                     0
   1271.2000  2.527421e+00  1.448842e-01                     0
   1271.6000  2.651319e+00  1.451761e-01                     0
   1272.0000  2.459316e+00  1.493007e-01                     0
   1272.4000  2.533932e+00  1.475333e-01                     0
   1272.8000  2.965692e+00  1.558277e-01                     0
   1273.2000  2.480110e+00  1.447356e-01                     0
   1273.6000  2.438484e+00  1.429089e-01                     0
   1274.0000  0.000000e+00  1.000000e+00                     0
   1274.4000  0.000000e+00  1.000000e+00                     0
   1274.8000  0.000000e+00  1.000000e+00                     0
   1275.2000  0.000000e+00  1.000000e+00                     0
   1275.6000  0.000000e+00  1.000000e+00                     0
   1276.0000  0.000000e+00  1.000000e+00                     0
   1276.4000  0.000000e+00  1.000000e+00                     0
   1276.8000  0.000000e+00  1.000000e+00                     0
   1277.2000  0.000000e+00  1.000000e+00                     0
   1277.6000  0.000000e+00  1.000000e+00                     0
   1278.0000  0.000000e+00  1.000000e+00                     0
   1278.4000  0.000000e+00  1.000000e+00                     0
   1278.8000  0.000000e+00  1.000000e+00                     0
   1279.2000  0.000000e+00  1.000000e+00                     0
   1279.6000  0.000000e+00  1.000000e+00                     0
   1280.0000  0.000000e+00  1.000000e+00                     0
   1280.4000  0.000000e+00  1.000000e+00                     0
   1280.8000  0.000000e+00  1.000000e+00                     0
   1281.2000  0.000000e+00  1.000000e+00                     0
   1281.6000  0.000000e+00  1.000000e+00                     0
   1282.0000  0.000000e+00  1.000000e+00                     0
   1282.4000  0.000000e+00  1.000000e+00                     0
   1282.8000  0.000000e+00  1.000000e+00                     0
   1283.2000  0.000000e+00  1.000000e+00                     0
   1283.6000  0.000000e+00  1.000000e+00                     0
   1284.0000  0.000000e+00  1.000000e+00                     0
   1284.4000  0.000000e+00  1.000000e+00                     0
   1284.8000  0.000000e+00  1.000000e+00                     0
   1285.2000  0.000000e+00  1.000000e+00                     0
   1285.6000  0.000000e+00  1.000000e+00                     0
   1286.0000  0.000000e+00  1.000000e+00                     0
   1286.4000  0.000000e+00  1.000000e+00                     0
   1286.8000  0.000000e+00  1.000000e+00                     0
   1287.2000  0.000000e+00  1.000000e+00                     0
   1287.6000  1.065783e+00  7.271449e-02                     0
   1288.0000  1.432248e+00  1.175470e-01                     0
   1288.4000  2.063815e+00  1.435229e-01                     0
   1288.8000  2.216371e+00  1.478310e-01                     0
   1289.2000  2.330638e+00  1.500223e-01                     0
   1289.6000  2.321722e+00  1.482666e-01                     0
   1290.0000  0.000000e+00  1.000000e+00                     0
   1290.4000  0.000000e+00  1.000000e+00                     0
   1290.8000  2.353575e+00  1.340983e-01                     0
   1291.2000  2.672129e+00  1.131670e-01                     0
   1291.6000  2.445226e+00  1.106551e-01                     0
   1292.0000  2.358084e+00  1.073126e-01                     0
   1292.4000  2.750826e+00  1.130241e-01                     0
   1292.8000  2.158572e+00  1.061878e-01                     0
   1293.2000  1.976425e+00  1.027637e-01                     1
   1293.6000  2.072557e+00  1.224254e-01                     1
   1294.0000  2.443444e+00  1.100893e-01                     1
   1294.4000  2.428826e+00  1.085667e-01                     1
   1294.8000  2.442242e+00  1.082932e-01                     1
   1295.2000  1.900672e+00  1.041912e-01                     1
   1295.6000  2.252067e+00  1.106776e-01                     1
   1296.0000  1.620610e+00  9.739036e-02                     1
   1296.4000  1.367918e+00  9.533507e-02                     1
   1296.8000  2.074561e+00  1.052517e-01                     1
   1297.2000  2.433735e+00  1.081293e-01                     1
   1297.6000  2.065416e+00  1.045640e-01                     1
   1298.0000  1.570459e+00  9.818047e-02                     1
   1298.4000  1.175663e+00  9.047692e-02                     1
   1298.8000  1.855631e+00  1.038354e-01                     1
   1299.2000  2.165749e+00  1.069694e-01                     0
   1299.6000  2.102154e+00  1.036019e-01                     0
   1300.0000  1.754237e+00  9.930961e-02                     0
   1300.4000  1.122798e+00  9.091672e-02                     0
   1300.8000  1.024896e+00  8.848607e-02                     0
   1301.2000  1.832601e+00  1.000440e-01                     0
   1301.6000  3.292849e+00  1.187066e-01                     0
   1302.0000  4.930560e+00  1.330816e-01                     0
   1302.4000  5.010441e+00  1.333587e-01                     0
   1302.8000  2.008519e+00  1.033183e-01                     0
   1303.2000  7.525341e-01  8.481590e-02                     0
   1303.6000  3.166288e-01  7.600013e-02                     0
   1304.0000  2.266534e-01  7.532048e-02                     0
   1304.4000  2.371733e+00  1.072124e-01                     0
   1304.8000  4.392815e+00  1.272188e-01                     0
   1305.2000  3.261225e+00  1.379634e-01                     0
   1305.6000  2.180586e+00  1.130327e-01                     0
   1306.0000  1.504728e+00  9.542285e-02                     0
   1306.4000  1.309100e+00  9.293651e-02                     0
   1306.8000  1.902491e+00  1.023757e-01                     0
   1307.2000  2.021729e+00  1.054153e-01                     0
   1307.6000  2.168396e+00  1.043831e-01                     0
   1308.0000  2.268753e+00  1.067578e-01                     0
   1308.4000  2.706230e+00  1.116369e-01                     0
   1308.8000  2.803418e+00  1.366549e-01                     0
   1309.2000  2.681906e+00  1.119453e-01                     0
   1309.6000  2.538010e+00  1.104138e-01                     0
   1310.0000  2.935208e+00  1.134375e-01                     0
   1310.4000  2.441954e+00  1.087755e-01                     0
   1310.8000  2.140857e+00  1.051643e-01                     0
   1311.2000  1.973334e+00  1.009321e-01                     1
   1311.6000  2.324789e+00  1.066977e-01                     1
   1312.0000  2.957410e+00  1.172913e-01                     1
   1312.4000  2.877356e+00  1.143165e-01                     1
   1312.8000  2.803353e+00  1.117440e-01                     1
   1313.2000  2.520424e+00  1.092556e-01                     1
   1313.6000  2.806429e+00  1.117508e-01                     1
   1314.0000  2.177351e+00  1.038684e-01                     1
   1314.4000  2.099511e+00  1.041730e-01                     1
   1314.8000  2.280100e+00  1.053666e-01                     1
   1315.2000  2.484197e+00  1.073215e-01                     1
   1315.6000  2.849431e+00  1.158715e-01                     1
   1316.0000  2.661945e+00  1.104015e-01                     1
   1316.4000  2.451544e+00  1.063421e-01                     1
   1316.8000  2.152094e+00  1.045250e-01                     1
   1317.2000  2.250306e+00  1.057094e-01                     1
   1317.6000  2.387662e+00  1.054797e-01                     1
   1318.0000  2.247459e+00  1.050203e-01                     1
   1318.4000  2.379030e+00  1.068321e-01                     1
   1318.8000  2.098175e+00  1.019145e-01                     1
   1319.2000  2.272154e+00  1.046310e-01                     1
   1319.6000  2.564477e+00  1.087146e-01                     1
   1320.0000  2.537091e+00  1.070889e-01                     1
   1320.4000  2.631845e+00  1.116314e-01                     1
   1320.8000  2.631610e+00  1.100461e-01                     1
   1321.2000  2.625137e+00  1.081355e-01                     1
   1321.6000  2.802465e+00  1.095076e-01                     1
   1322.0000  2.706625e+00  1.098602e-01                     1
   1322.4000  2.745490e+00  1.102695e-01                     1
   1322.8000  2.565820e+00  1.066266e-01                     1
   1323.2000  2.699726e+00  1.099316e-01                     1
   1323.6000  2.506555e+00  1.087654e-01                     1
   1324.0000  2.693241e+00  1.111755e-01                     1
   1324.4000  2.562067e+00  1.079217e-01                     1
   1324.8000  2.316912e+00  1.053552e-01                     1
   1325.2000  2.281694e+00  1.037007e-01                     1
   1325.6000  1.719147e+00  9.710876e-02                     1
   1326.0000  1.868499e+00  9.975437e-02                     1
   1326.4000  2.369925e+00  1.046756e-01                     1
   1326.8000  2.260914e+00  1.035120e-01                     1
   1327.2000  2.695283e+00  1.097387e-01                     1
   1327.6000  2.680893e+00  1.086788e-01                     1
   1328.0000  2.828856e+00  1.097958e-01                     1
   1328.4000  2.665901e+00  1.095209e-01                     1
   1328.8000  2.478923e+00  1.096347e-01                     1
   1329.2000  2.168182e+00  1.017070e-01                     1
   1329.6000  2.137978e+00  1.035498e-01                     1
   1330.0000  1.822826e+00  9.961958e-02                     1
   1330.4000  1.726983e+00  9.641980e-02                     1
   1330.8000  2.094038e+00  1.026895e-01                     1
   1331.2000  2.256730e+00  1.051832e-01                     1
   1331.6000  2.295285e+00  1.039514e-01                     0
   1332.0000  1.979763e+00  1.015738e-01                     0
   1332.4000  2.431352e+00  1.084911e-01                     0
   1332.8000  2.635109e+00  1.074415e-01                     0
   1333.2000  2.416294e+00  1.050394e-01                     0
   1333.6000  2.505753e+00  1.072817e-01                     0
   1334.0000  1.288781e+00  9.157539e-02                     0
   1334.4000  2.948077e-01  7.557584e-02                     0
   1334.8000  1.694043e+00  9.784238e-02                     0
   1335.2000  1.749507e+00  9.814498e-02                     0
   1335.6000  2.219702e-01  7.398744e-02                     0
   1336.0000  1.887866e-03  7.156103e-02                     0
   1336.4000  3.467184e-03  7.130258e-02                     0
   1336.8000  2.708058e-01  7.532957e-02                     0
   1337.2000  5.642629e-01  8.279845e-02                     0
   1337.6000  6.863506e-01  8.303506e-02                     0
   1338.0000  1.921750e+00  9.851846e-02                     0
   1338.4000  2.233094e+00  1.030012e-01                     1
   1338.8000  2.644192e+00  1.084228e-01                     1
   1339.2000  2.565825e+00  1.066019e-01                     1
   1339.6000  2.514067e+00  1.047914e-01                     1
   1340.0000  2.582473e+00  1.076591e-01                     1
   1340.4000  2.663983e+00  1.094776e-01                     1
   1340.8000  2.567290e+00  1.080666e-01                     1
   1341.2000  2.462481e+00  1.061567e-01                     1
   1341.6000  2.826175e+00  1.097424e-01                     1
   1342.0000  2.596381e+00  1.062246e-01                     1
   1342.4000  2.496713e+00  1.066250e-01                     1
   1342.8000  2.652514e+00  1.083147e-01                     1
   1343.2000  2.347989e+00  1.033620e-01                     1
   1343.6000  2.226924e+00  1.034362e-01                     1
   1344.0000  2.148680e+00  1.029220e-01                     1
   1344.4000  2.063022e+00  9.983880e-02                     1
   1344.8000  2.325311e+00  1.039288e-01                     1
   1345.2000  1.795674e+00  9.925722e-02                     1
   1345.6000  2.268352e+00  1.054622e-01                     1
   1346.0000  1.991837e+00  9.953830e-02                     1
   1346.4000  1.921194e+00  9.982517e-02                     1
   1346.8000  2.291656e+00  1.033606e-01                     1
   1347.2000  2.449615e+00  1.050309e-01                     1
   1347.6000  2.373253e+00  1.054435e-01                     1
   1348.0000  2.547177e+00  1.065928e-01                     1
   1348.4000  2.408841e+00  1.040338e-01                     1
   1348.8000  2.455012e+00  1.083768e-01                     1
