#Final resampeld spectrum with mask used for the fit
#
#Milky Way reddening already corrected
#
#Four columns
#1. lambda   2. flux   3. error   4. mask
#
   1181.2000  3.808604e+00  1.347106e-01                     1
   1181.6000  3.682588e+00  1.343406e-01                     1
   1182.0000  3.911983e+00  1.377808e-01                     1
   1182.4000  3.380244e+00  1.279525e-01                     1
   1182.8000  3.018917e+00  1.230446e-01                     1
   1183.2000  3.296197e+00  1.274146e-01                     1
   1183.6000  3.007486e+00  1.209465e-01                     1
   1184.0000  2.873650e+00  1.190042e-01                     1
   1184.4000  2.681332e+00  1.167849e-01                     1
   1184.8000  2.916201e+00  1.104416e-01                     1
   1185.2000  2.584634e+00  1.107239e-01                     1
   1185.6000  2.264421e+00  1.081237e-01                     1
   1186.0000  2.369055e+00  1.089717e-01                     1
   1186.4000  2.083308e+00  1.025550e-01                     1
   1186.8000  1.995572e+00  1.022074e-01                     1
   1187.2000  2.492559e+00  1.102109e-01                     1
   1187.6000  2.368082e+00  1.058747e-01                     1
   1188.0000  2.278388e+00  1.056440e-01                     1
   1188.4000  2.658070e+00  1.113297e-01                     1
   1188.8000  2.608619e+00  1.030353e-01                     1
   1189.2000  2.268975e+00  1.038677e-01                     0
   1189.6000  2.189864e+00  1.028493e-01                     0
   1190.0000  1.763812e+00  9.353040e-02                     0
   1190.4000  8.545113e-01  7.204977e-02                     0
   1190.8000  2.220085e+00  1.023536e-01                     0
   1191.2000  2.147793e+00  9.989430e-02                     0
   1191.6000  2.594433e+00  1.064059e-01                     0
   1192.0000  2.908206e+00  1.116431e-01                     0
   1192.4000  2.529637e+00  1.052703e-01                     0
   1192.8000  2.284817e+00  1.002249e-01                     0
   1193.2000  8.460544e-01  6.307691e-02                     0
   1193.6000  4.921709e-01  6.009245e-02                     0
   1194.0000  1.038716e+00  7.519064e-02                     0
   1194.4000  2.364008e+00  1.019940e-01                     0
   1194.8000  2.564173e+00  1.046170e-01                     0
   1195.2000  2.481475e+00  1.011314e-01                     0
   1195.6000  2.539750e+00  1.029327e-01                     0
   1196.0000  2.212302e+00  9.801618e-02                     0
   1196.4000  1.593988e+00  8.601879e-02                     0
   1196.8000  1.036414e+00  7.306778e-02                     0
   1197.2000  2.629739e+00  9.682680e-02                     0
   1197.6000  2.684922e+00  1.028952e-01                     0
   1198.0000  2.791258e+00  1.043540e-01                     0
   1198.4000  2.950563e+00  1.072151e-01                     0
   1198.8000  2.724244e+00  1.025706e-01                     0
   1199.2000  2.686686e+00  1.016108e-01                     0
   1199.6000  1.395817e+00  8.129472e-02                     0
   1200.0000  1.723943e+00  8.753565e-02                     0
   1200.4000  1.259108e+00  7.709007e-02                     0
   1200.8000  1.275873e+00  7.858680e-02                     0
   1201.2000  1.872140e+00  8.941181e-02                     0
   1201.6000  1.637049e+00  7.644344e-02                     0
   1202.0000  1.457092e+00  7.967419e-02                     0
   1202.4000  1.399992e+00  8.018026e-02                     0
   1202.8000  1.398589e+00  7.873025e-02                     0
   1203.2000  1.697465e+00  8.464340e-02                     0
   1203.6000  1.829016e+00  8.704119e-02                     0
   1204.0000  1.775891e+00  8.490371e-02                     0
   1204.4000  1.657480e+00  8.245660e-02                     0
   1204.8000  1.593474e+00  8.128741e-02                     0
   1205.2000  1.549384e+00  8.054534e-02                     0
   1205.6000  1.393429e+00  7.230133e-02                     0
   1206.0000  1.419431e+00  7.853836e-02                     0
   1206.4000  4.250774e-01  5.183093e-02                     0
   1206.8000  9.100185e-01  6.651973e-02                     0
   1207.2000  1.092866e+00  9.849345e-02                     0
   1207.6000  1.905155e+00  1.363561e-01                     0
   1208.0000  2.122714e+00  8.825343e-02                     0
   1208.4000  2.221454e+00  9.089566e-02                     0
   1208.8000  2.111682e+00  8.964365e-02                     0
   1209.2000  1.945853e+00  8.569379e-02                     0
   1209.6000  1.296526e+00  7.437050e-02                     0
   1210.0000  7.022397e-01  5.643110e-02                     0
   1210.4000  2.508010e+00  9.227045e-02                     0
   1210.8000  3.524130e+00  1.066292e-01                     0
   1211.2000  0.000000e+00  1.000000e+00                     0
   1211.6000  0.000000e+00  1.000000e+00                     0
   1212.0000  3.078598e+00  1.600362e-01                     0
   1212.4000  3.189966e+00  1.613813e-01                     0
   1212.8000  2.882456e+00  9.510892e-02                     0
   1213.2000  2.846607e+00  8.945806e-02                     0
   1213.6000  2.454410e+00  8.307615e-02                     0
   1214.0000  2.604537e+00  7.095639e-02                     0
   1214.4000  1.060002e+02  2.120004e+00                     0
   1214.8000  0.000000e+00  1.000000e+00                     0
   1215.2000  0.000000e+00  1.000000e+00                     0
   1215.6000  0.000000e+00  1.000000e+00                     0
   1216.0000  0.000000e+00  1.000000e+00                     0
   1216.4000  4.087202e+05  8.174404e+03                     0
   1216.8000  2.023860e+03  4.047721e+01                     0
   1217.2000  7.537674e+01  1.507535e+00                     0
   1217.6000  3.347254e+00  7.376337e-02                     0
   1218.0000  5.707114e+00  1.141423e-01                     0
   1218.4000  1.351256e+01  2.702511e-01                     0
   1218.8000  1.136890e+03  2.273780e+01                     0
   1219.2000  4.487772e+04  8.975544e+02                     0
   1219.6000  4.422475e+04  8.844950e+02                     0
   1220.0000  1.331593e+03  2.663186e+01                     0
   1220.4000  3.026705e+01  6.053410e-01                     0
   1220.8000  7.903942e+00  1.580788e-01                     0
   1221.2000  4.657524e+00  1.005581e-01                     0
   1221.6000  4.290707e+00  1.032430e-01                     0
   1222.0000  3.794851e+00  9.981942e-02                     0
   1222.4000  3.463957e+00  9.341234e-02                     0
   1222.8000  3.276764e+00  9.916284e-02                     0
   1223.2000  2.950350e+00  9.489523e-02                     0
   1223.6000  3.165306e+00  9.848987e-02                     0
   1224.0000  2.749631e+00  9.439139e-02                     0
   1224.4000  2.799326e+00  9.477645e-02                     0
   1224.8000  2.738031e+00  9.319977e-02                     0
   1225.2000  2.841001e+00  9.702951e-02                     0
   1225.6000  2.560106e+00  9.297403e-02                     0
   1226.0000  2.747239e+00  9.480846e-02                     0
   1226.4000  2.864185e+00  9.755081e-02                     0
   1226.8000  3.129730e+00  9.350426e-02                     0
   1227.2000  3.111941e+00  9.845539e-02                     0
   1227.6000  2.913814e+00  9.903204e-02                     0
   1228.0000  2.891418e+00  9.885840e-02                     0
   1228.4000  2.990776e+00  9.870124e-02                     0
   1228.8000  2.695861e+00  9.577571e-02                     0
   1229.2000  2.648678e+00  9.541860e-02                     0
   1229.6000  2.637438e+00  9.393715e-02                     0
   1230.0000  2.802842e+00  9.686131e-02                     0
   1230.4000  2.376771e+00  9.061980e-02                     0
   1230.8000  2.435655e+00  8.569265e-02                     0
   1231.2000  1.872577e+00  8.237014e-02                     1
   1231.6000  1.890508e+00  8.393828e-02                     1
   1232.0000  1.879412e+00  8.323778e-02                     1
   1232.4000  1.753240e+00  8.089919e-02                     1
   1232.8000  1.662812e+00  8.074963e-02                     1
   1233.2000  1.573616e+00  7.852720e-02                     1
   1233.6000  1.485951e+00  7.624532e-02                     1
   1234.0000  1.486350e+00  7.777798e-02                     0
   1234.4000  1.484185e+00  7.752336e-02                     0
   1234.8000  1.486543e+00  7.619290e-02                     0
   1235.2000  1.410423e+00  7.083279e-02                     0
   1235.6000  1.195131e+00  7.165847e-02                     0
   1236.0000  1.273289e+00  7.280469e-02                     0
   1236.4000  1.085125e+00  6.904050e-02                     0
   1236.8000  9.959922e-01  6.714526e-02                     0
   1237.2000  8.947951e-01  6.399077e-02                     0
   1237.6000  7.761456e-01  6.118144e-02                     0
   1238.0000  9.131274e-01  6.545171e-02                     0
   1238.4000  8.556276e-01  6.389172e-02                     0
   1238.8000  7.476201e-01  6.078436e-02                     0
   1239.2000  9.299589e-01  6.263574e-02                     0
   1239.6000  8.589919e-01  6.462841e-02                     0
   1240.0000  9.786937e-01  6.680592e-02                     0
   1240.4000  9.844624e-01  6.773079e-02                     0
   1240.8000  1.105128e+00  7.073214e-02                     0
   1241.2000  1.163710e+00  7.045501e-02                     0
   1241.6000  1.212473e+00  7.230647e-02                     0
   1242.0000  1.114790e+00  7.063727e-02                     0
   1242.4000  1.011546e+00  6.678629e-02                     0
   1242.8000  1.376851e+00  7.540450e-02                     0
   1243.2000  1.731302e+00  8.275829e-02                     1
   1243.6000  1.763641e+00  7.664304e-02                     1
   1244.0000  1.790279e+00  8.214560e-02                     1
   1244.4000  2.080296e+00  8.838502e-02                     1
   1244.8000  2.175257e+00  8.771730e-02                     1
   1245.2000  2.531993e+00  9.399104e-02                     1
   1245.6000  2.891818e+00  1.007806e-01                     1
   1246.0000  3.211827e+00  1.050931e-01                     1
   1246.4000  3.192483e+00  1.036846e-01                     1
   1246.8000  3.461272e+00  1.086758e-01                     1
   1247.2000  4.096316e+00  1.157719e-01                     1
   1247.6000  3.890393e+00  1.047966e-01                     1
   1248.0000  3.468495e+00  1.089132e-01                     1
   1248.4000  3.631490e+00  1.110163e-01                     1
   1248.8000  3.552192e+00  1.083297e-01                     1
   1249.2000  3.285618e+00  1.060524e-01                     1
   1249.6000  3.273901e+00  1.064929e-01                     1
   1250.0000  3.348596e+00  1.063211e-01                     1
   1250.4000  2.748847e+00  9.872997e-02                     1
   1250.8000  2.312106e+00  9.328094e-02                     1
   1251.2000  2.736313e+00  9.831731e-02                     1
   1251.6000  3.189922e+00  1.038923e-01                     1
   1252.0000  3.683571e+00  1.038873e-01                     1
   1252.4000  3.716608e+00  1.109385e-01                     1
   1252.8000  3.465195e+00  1.074123e-01                     1
   1253.2000  3.176554e+00  1.052208e-01                     1
   1253.6000  2.657249e+00  9.851208e-02                     0
   1254.0000  1.824777e+00  8.348973e-02                     0
   1254.4000  2.717812e+00  9.903280e-02                     0
   1254.8000  2.698884e+00  9.870025e-02                     1
   1255.2000  2.716104e+00  9.712450e-02                     1
   1255.6000  2.674540e+00  9.726038e-02                     1
   1256.0000  2.650004e+00  9.192086e-02                     1
   1256.4000  2.466877e+00  9.375026e-02                     1
   1256.8000  2.440995e+00  9.356116e-02                     1
   1257.2000  2.246917e+00  9.191384e-02                     1
   1257.6000  2.215790e+00  9.077709e-02                     1
   1258.0000  2.650480e+00  9.718772e-02                     1
   1258.4000  2.713961e+00  9.920892e-02                     0
   1258.8000  2.819350e+00  9.999537e-02                     0
   1259.2000  2.588354e+00  9.590437e-02                     0
   1259.6000  1.777345e+00  8.436807e-02                     0
   1260.0000  2.569205e+00  9.762401e-02                     0
   1260.4000  6.493166e-01  5.262816e-02                     0
   1260.8000  1.659394e+00  8.281897e-02                     0
   1261.2000  1.873626e+00  8.698150e-02                     0
   1261.6000  2.190970e+00  9.076203e-02                     0
   1262.0000  2.664887e+00  9.936239e-02                     0
   1262.4000  2.792106e+00  1.018728e-01                     0
   1262.8000  2.735971e+00  9.981094e-02                     0
   1263.2000  2.070498e+00  9.019031e-02                     0
   1263.6000  1.641065e+00  8.361672e-02                     0
   1264.0000  6.900549e-01  6.055813e-02                     0
   1264.4000  1.811011e+00  8.045158e-02                     0
   1264.8000  2.665436e+00  9.956251e-02                     0
   1265.2000  2.481511e+00  9.547924e-02                     0
   1265.6000  2.465572e+00  9.138436e-02                     0
   1266.0000  3.082743e+00  1.047210e-01                     0
   1266.4000  2.824237e+00  1.031537e-01                     0
   1266.8000  2.947115e+00  1.039933e-01                     0
   1267.2000  2.816336e+00  1.040429e-01                     0
   1267.6000  2.776998e+00  1.024592e-01                     0
   1268.0000  2.563322e+00  9.278800e-02                     0
   1268.4000  2.178835e+00  9.179458e-02                     0
   1268.8000  3.085048e+00  1.036943e-01                     0
   1269.2000  3.190236e+00  1.065859e-01                     0
   1269.6000  2.564479e+00  9.483431e-02                     0
   1270.0000  2.466261e+00  1.179267e-01                     0
   1270.4000  2.848966e+00  1.668968e-01                     0
   1270.8000  3.234090e+00  1.757699e-01                     0
   1271.2000  2.775104e+00  1.685474e-01                     0
   1271.6000  2.779938e+00  1.627680e-01                     0
   1272.0000  2.176688e+00  1.357034e-01                     0
   1272.4000  2.678751e+00  1.624778e-01                     0
   1272.8000  2.659957e+00  1.487967e-01                     0
   1273.2000  2.397512e+00  1.565555e-01                     0
   1273.6000  2.300382e+00  1.582361e-01                     0
   1274.0000  0.000000e+00  1.000000e+00                     0
   1274.4000  0.000000e+00  1.000000e+00                     0
   1274.8000  0.000000e+00  1.000000e+00                     0
   1275.2000  0.000000e+00  1.000000e+00                     0
   1275.6000  0.000000e+00  1.000000e+00                     0
   1276.0000  0.000000e+00  1.000000e+00                     0
   1276.4000  0.000000e+00  1.000000e+00                     0
   1276.8000  0.000000e+00  1.000000e+00                     0
   1277.2000  0.000000e+00  1.000000e+00                     0
   1277.6000  0.000000e+00  1.000000e+00                     0
   1278.0000  0.000000e+00  1.000000e+00                     0
   1278.4000  0.000000e+00  1.000000e+00                     0
   1278.8000  0.000000e+00  1.000000e+00                     0
   1279.2000  0.000000e+00  1.000000e+00                     0
   1279.6000  0.000000e+00  1.000000e+00                     0
   1280.0000  0.000000e+00  1.000000e+00                     0
   1280.4000  0.000000e+00  1.000000e+00                     0
   1280.8000  0.000000e+00  1.000000e+00                     0
   1281.2000  0.000000e+00  1.000000e+00                     0
   1281.6000  0.000000e+00  1.000000e+00                     0
   1282.0000  0.000000e+00  1.000000e+00                     0
   1282.4000  0.000000e+00  1.000000e+00                     0
   1282.8000  0.000000e+00  1.000000e+00                     0
   1283.2000  0.000000e+00  1.000000e+00                     0
   1283.6000  0.000000e+00  1.000000e+00                     0
   1284.0000  0.000000e+00  1.000000e+00                     0
   1284.4000  0.000000e+00  1.000000e+00                     0
   1284.8000  0.000000e+00  1.000000e+00                     0
   1285.2000  0.000000e+00  1.000000e+00                     0
   1285.6000  0.000000e+00  1.000000e+00                     0
   1286.0000  0.000000e+00  1.000000e+00                     0
   1286.4000  0.000000e+00  1.000000e+00                     0
   1286.8000  0.000000e+00  1.000000e+00                     0
   1287.2000  1.430669e+00  7.940079e-02                     0
   1287.6000  1.280022e+00  7.757725e-02                     0
   1288.0000  1.777180e+00  1.256538e-01                     0
   1288.4000  2.588439e+00  1.545589e-01                     0
   1288.8000  2.766794e+00  1.597390e-01                     0
   1289.2000  2.663042e+00  1.573587e-01                     0
   1289.6000  0.000000e+00  1.000000e+00                     0
   1290.0000  2.059911e+00  1.443378e-01                     0
   1290.4000  2.475132e+00  1.547571e-01                     0
   1290.8000  2.393206e+00  1.293403e-01                     0
   1291.2000  2.367423e+00  1.016089e-01                     0
   1291.6000  2.619073e+00  1.068266e-01                     0
   1292.0000  2.404447e+00  1.030687e-01                     0
   1292.4000  2.654575e+00  1.063272e-01                     0
   1292.8000  2.879943e+00  1.114437e-01                     0
   1293.2000  2.882899e+00  1.112846e-01                     1
   1293.6000  2.636249e+00  1.351352e-01                     1
   1294.0000  2.378674e+00  1.043874e-01                     1
   1294.4000  2.712892e+00  1.097497e-01                     1
   1294.8000  2.349054e+00  9.505214e-02                     1
   1295.2000  2.286080e+00  1.010691e-01                     1
   1295.6000  1.949512e+00  9.739866e-02                     1
   1296.0000  2.452069e+00  1.044004e-01                     1
   1296.4000  2.153190e+00  9.973410e-02                     1
   1296.8000  2.167024e+00  1.013402e-01                     1
   1297.2000  2.290930e+00  1.029084e-01                     1
   1297.6000  2.251684e+00  1.020967e-01                     1
   1298.0000  2.286005e+00  1.037599e-01                     0
   1298.4000  2.037163e+00  9.853928e-02                     0
   1298.8000  2.281666e+00  9.389737e-02                     0
   1299.2000  2.176556e+00  1.015277e-01                     0
   1299.6000  2.166723e+00  1.017642e-01                     0
   1300.0000  2.006779e+00  9.798798e-02                     0
   1300.4000  1.757100e+00  9.515448e-02                     0
   1300.8000  1.953184e+00  9.823506e-02                     0
   1301.2000  2.359005e+00  1.033759e-01                     0
   1301.6000  3.218497e+00  1.186711e-01                     0
   1302.0000  3.841217e+00  1.278767e-01                     0
   1302.4000  3.511143e+00  1.219954e-01                     0
   1302.8000  2.382036e+00  1.042326e-01                     0
   1303.2000  2.412973e+00  9.932127e-02                     0
   1303.6000  2.725390e+00  1.101962e-01                     0
   1304.0000  2.409149e+00  1.049874e-01                     0
   1304.4000  2.294057e+00  1.040510e-01                     0
   1304.8000  3.290560e+00  1.526046e-01                     0
   1305.2000  3.493903e+00  1.214786e-01                     0
   1305.6000  2.936475e+00  1.156064e-01                     0
   1306.0000  2.841242e+00  1.140043e-01                     0
   1306.4000  3.299183e+00  1.200505e-01                     0
   1306.8000  2.579636e+00  1.090145e-01                     0
   1307.2000  2.359983e+00  1.014499e-01                     0
   1307.6000  2.412754e+00  1.062582e-01                     0
   1308.0000  1.630469e+00  9.305235e-02                     0
   1308.4000  2.366456e+00  1.090506e-01                     0
   1308.8000  2.718460e+00  1.422615e-01                     0
   1309.2000  2.720627e+00  1.123725e-01                     0
   1309.6000  2.771185e+00  1.138540e-01                     0
   1310.0000  2.532070e+00  1.088597e-01                     0
   1310.4000  2.410840e+00  1.074108e-01                     0
   1310.8000  2.658925e+00  1.123202e-01                     0
   1311.2000  2.421925e+00  1.055721e-01                     0
   1311.6000  2.760490e+00  1.052166e-01                     0
   1312.0000  2.800341e+00  1.146810e-01                     0
   1312.4000  2.764565e+00  1.120753e-01                     0
   1312.8000  2.782261e+00  1.125481e-01                     0
   1313.2000  2.701270e+00  1.131414e-01                     0
   1313.6000  2.701714e+00  1.124921e-01                     1
   1314.0000  2.711552e+00  1.106197e-01                     1
   1314.4000  3.015640e+00  1.172226e-01                     1
   1314.8000  2.537101e+00  1.099484e-01                     1
   1315.2000  2.567982e+00  1.056063e-01                     1
   1315.6000  2.539198e+00  1.025983e-01                     1
   1316.0000  2.417980e+00  1.079016e-01                     1
   1316.4000  2.364173e+00  1.057030e-01                     1
   1316.8000  2.646165e+00  1.105884e-01                     1
   1317.2000  2.480940e+00  1.087663e-01                     1
   1317.6000  2.888914e+00  1.143169e-01                     1
   1318.0000  2.631906e+00  1.100062e-01                     1
   1318.4000  2.396441e+00  1.079629e-01                     1
   1318.8000  2.427089e+00  1.076094e-01                     1
   1319.2000  2.566577e+00  1.091998e-01                     1
   1319.6000  2.822691e+00  1.104474e-01                     1
   1320.0000  2.504746e+00  1.028770e-01                     1
   1320.4000  2.379936e+00  1.057523e-01                     1
   1320.8000  2.757118e+00  1.134898e-01                     1
   1321.2000  2.714323e+00  1.134905e-01                     1
   1321.6000  2.296357e+00  1.046025e-01                     1
   1322.0000  2.317706e+00  1.060765e-01                     1
   1322.4000  2.381543e+00  1.081951e-01                     1
   1322.8000  2.492942e+00  1.085048e-01                     1
   1323.2000  2.713358e+00  1.123902e-01                     1
   1323.6000  2.714215e+00  1.085477e-01                     1
   1324.0000  2.467512e+00  1.033545e-01                     1
   1324.4000  2.374651e+00  1.062952e-01                     1
   1324.8000  2.233786e+00  1.052190e-01                     1
   1325.2000  2.228965e+00  1.048007e-01                     1
   1325.6000  2.433156e+00  1.074727e-01                     1
   1326.0000  2.587187e+00  1.110473e-01                     1
   1326.4000  2.723366e+00  1.131937e-01                     1
   1326.8000  2.623174e+00  1.098198e-01                     1
   1327.2000  2.528053e+00  1.102754e-01                     1
   1327.6000  2.217723e+00  1.053726e-01                     1
   1328.0000  2.152973e+00  9.864868e-02                     1
   1328.4000  2.297752e+00  1.021396e-01                     1
   1328.8000  2.316256e+00  1.068230e-01                     1
   1329.2000  2.397331e+00  1.068677e-01                     1
   1329.6000  2.851984e+00  1.145443e-01                     1
   1330.0000  2.715576e+00  1.127643e-01                     1
   1330.4000  2.947689e+00  1.154260e-01                     1
   1330.8000  2.518049e+00  1.087091e-01                     1
   1331.2000  2.441349e+00  1.084404e-01                     1
   1331.6000  2.595652e+00  1.099241e-01                     0
   1332.0000  2.405335e+00  1.022417e-01                     0
   1332.4000  2.503810e+00  1.059511e-01                     0
   1332.8000  2.347685e+00  1.063551e-01                     0
   1333.2000  2.390731e+00  1.059516e-01                     0
   1333.6000  2.076308e+00  1.020769e-01                     0
   1334.0000  2.107783e+00  1.025560e-01                     0
   1334.4000  8.564635e-01  7.126584e-02                     0
   1334.8000  1.014017e+00  7.906623e-02                     0
   1335.2000  1.718251e+00  9.530591e-02                     0
   1335.6000  1.354645e+00  8.674553e-02                     0
   1336.0000  2.170605e+00  1.032837e-01                     0
   1336.4000  2.403542e+00  1.027130e-01                     0
   1336.8000  2.499584e+00  1.032850e-01                     0
   1337.2000  2.276965e+00  1.037606e-01                     0
   1337.6000  1.724862e+00  9.492292e-02                     0
   1338.0000  1.045327e+00  7.977926e-02                     0
   1338.4000  4.871072e-01  6.093223e-02                     0
   1338.8000  1.481880e+00  9.076916e-02                     0
   1339.2000  1.768243e+00  9.569028e-02                     0
   1339.6000  1.362857e+00  8.596255e-02                     0
   1340.0000  2.193404e+00  1.036971e-01                     0
   1340.4000  2.729935e+00  1.062765e-01                     1
   1340.8000  2.613498e+00  1.052631e-01                     1
   1341.2000  2.620681e+00  1.093427e-01                     1
   1341.6000  2.397476e+00  1.058208e-01                     1
   1342.0000  2.240255e+00  1.014768e-01                     1
   1342.4000  2.056825e+00  9.949021e-02                     1
   1342.8000  2.047800e+00  9.996362e-02                     1
   1343.2000  2.283602e+00  1.025526e-01                     1
   1343.6000  2.701471e+00  1.091775e-01                     1
   1344.0000  2.474823e+00  1.060976e-01                     1
   1344.4000  2.610249e+00  1.069443e-01                     1
   1344.8000  2.630176e+00  9.929486e-02                     1
   1345.2000  2.356634e+00  1.018741e-01                     1
   1345.6000  2.330344e+00  1.034026e-01                     1
   1346.0000  2.124290e+00  9.897924e-02                     1
   1346.4000  1.945799e+00  9.734094e-02                     1
   1346.8000  1.976813e+00  9.818589e-02                     1
   1347.2000  1.640258e+00  9.115566e-02                     1
   1347.6000  1.646685e+00  9.236880e-02                     1
   1348.0000  2.046694e+00  9.919145e-02                     1
   1348.4000  2.377106e+00  1.030940e-01                     1
   1348.8000  2.589894e+00  9.968257e-02                     1
