1386.1174316   0.0000000e+00   0.0000000e+00   2.4769628e-15    0.0000000
1386.1909180   0.0000000e+00   0.0000000e+00   2.4691171e-15    0.0000000
1386.2642822   0.0000000e+00   0.0000000e+00   2.4613083e-15    0.0000000
1386.3376465   0.0000000e+00   0.0000000e+00   2.4535243e-15    0.0000000
1386.4110107   0.0000000e+00   0.0000000e+00   2.4457649e-15    0.0000000
1386.4843750   0.0000000e+00   0.0000000e+00   2.4380304e-15    0.0000000
1386.5577393   0.0000000e+00   0.0000000e+00   2.4303213e-15    0.0000000
1386.6311035   0.0000000e+00   0.0000000e+00   2.4226368e-15    0.0000000
1386.7045898   0.0000000e+00   0.0000000e+00   2.4149653e-15    0.0000000
1386.7779541   0.0000000e+00   0.0000000e+00   2.4073320e-15    0.0000000
1386.8513184   0.0000000e+00   0.0000000e+00   2.3997242e-15    0.0000000
1386.9246826   0.0000000e+00   0.0000000e+00   2.3921417e-15    0.0000000
1386.9980469   0.0000000e+00   0.0000000e+00   2.3845858e-15    0.0000000
1387.0714111   0.0000000e+00   0.0000000e+00   2.3770557e-15    0.0000000
1387.1447754   0.0000000e+00   0.0000000e+00   2.3695522e-15    0.0000000
1387.2181396   0.0000000e+00   0.0000000e+00   2.3620744e-15    0.0000000
1387.2916260   0.0000000e+00   0.0000000e+00   2.3546114e-15    0.0000000
1387.3649902   0.0000000e+00   0.0000000e+00   2.3471867e-15    0.0000000
1387.4383545   0.0000000e+00   0.0000000e+00   2.3397898e-15    0.0000000
1387.5117188   0.0000000e+00   0.0000000e+00   2.3324196e-15    0.0000000
1387.5850830   0.0000000e+00   0.0000000e+00   2.3250762e-15    0.0000000
1387.6584473   0.0000000e+00   0.0000000e+00   2.3177606e-15    0.0000000
1387.7318115   0.0000000e+00   0.0000000e+00   2.3104725e-15    0.0000000
1387.8051758   0.0000000e+00   0.0000000e+00   2.3032120e-15    0.0000000
1387.8786621   0.0000000e+00   0.0000000e+00   2.2959675e-15    0.0000000
