#Final resampeld spectrum with mask used for the fit
#
#Milky Way reddening already corrected
#
#Four columns
#1. lambda   2. flux   3. error   4. mask
#
   1197.2000  2.179556e+00  1.247326e-01                     0
   1197.6000  2.078351e+00  1.267290e-01                     0
   1198.0000  1.529762e+00  1.175302e-01                     0
   1198.4000  9.918282e-01  1.039384e-01                     0
   1198.8000  6.290211e-01  8.907740e-02                     0
   1199.2000  3.249660e-01  7.423839e-02                     0
   1199.6000  7.889709e-01  9.515954e-02                     0
   1200.0000  1.252059e+00  1.091174e-01                     0
   1200.4000  1.159231e+00  1.048759e-01                     0
   1200.8000  1.478748e+00  1.160885e-01                     0
   1201.2000  2.091141e+00  1.279834e-01                     0
   1201.6000  2.257053e+00  1.272733e-01                     0
   1202.0000  2.209087e+00  1.217663e-01                     0
   1202.4000  1.941558e+00  1.230357e-01                     0
   1202.8000  2.008774e+00  1.232844e-01                     0
   1203.2000  2.154297e+00  1.264301e-01                     0
   1203.6000  2.195460e+00  1.277648e-01                     0
   1204.0000  2.284619e+00  1.281730e-01                     0
   1204.4000  1.907525e+00  1.211571e-01                     0
   1204.8000  1.821075e+00  1.197161e-01                     0
   1205.2000  1.286007e+00  1.066347e-01                     0
   1205.6000  1.325796e+00  1.000150e-01                     0
   1206.0000  1.292036e+00  1.063838e-01                     0
   1206.4000  4.811527e-01  7.898843e-02                     0
   1206.8000  3.094742e-01  7.028037e-02                     0
   1207.2000  7.369591e-01  9.075135e-02                     0
   1207.6000  8.172680e-01  1.259927e-01                     0
   1208.0000  8.503537e-01  1.281808e-01                     0
   1208.4000  1.446685e+00  1.113394e-01                     0
   1208.8000  1.531280e+00  1.125432e-01                     0
   1209.2000  1.910922e+00  1.180423e-01                     0
   1209.6000  1.710432e+00  1.149371e-01                     0
   1210.0000  1.287090e+00  1.053481e-01                     0
   1210.4000  9.680367e-01  8.902602e-02                     0
   1210.8000  7.080938e-01  8.827128e-02                     0
   1211.2000  8.665952e-01  1.333108e-01                     0
   1211.6000  0.000000e+00  1.000000e+00                     0
   1212.0000  2.922112e-01  9.342947e-02                     0
   1212.4000  1.306034e-01  7.407575e-02                     0
   1212.8000  3.462790e-01  7.454240e-02                     0
   1213.2000  8.608451e-01  8.442524e-02                     0
   1213.6000  1.137905e+00  8.966340e-02                     0
   1214.0000  2.922741e+00  1.012784e-01                     0
   1214.4000  6.626881e+00  1.325376e-01                     0
   1214.8000  2.888547e+03  5.777093e+01                     0
   1215.2000  0.000000e+00  1.000000e+00                     0
   1215.6000  0.000000e+00  1.000000e+00                     0
   1216.0000  0.000000e+00  1.000000e+00                     0
   1216.4000  0.000000e+00  1.000000e+00                     0
   1216.8000  7.857838e+01  1.571568e+00                     0
   1217.2000  5.234971e+00  1.046994e-01                     0
   1217.6000  3.288323e+00  9.798100e-02                     0
   1218.0000  2.190726e+00  8.909053e-02                     0
   1218.4000  2.986954e+00  9.582407e-02                     0
   1218.8000  4.038178e+00  1.360183e-01                     0
   1219.2000  5.591372e+00  1.773585e-01                     0
   1219.6000  4.390959e+00  1.371448e-01                     0
   1220.0000  3.262156e+00  9.391110e-02                     0
   1220.4000  2.060139e+01  4.120277e-01                     0
   1220.8000  3.931771e+02  7.863542e+00                     0
   1221.2000  6.339493e+02  1.267899e+01                     0
   1221.6000  0.000000e+00  5.912302e-02                     0
   1222.0000  0.000000e+00  1.136784e-01                     0
   1222.4000  1.934756e+04  3.869512e+02                     0
   1222.8000  6.241913e+03  1.248383e+02                     0
   1223.2000  2.183925e+02  4.367851e+00                     0
   1223.6000  2.467351e+01  4.934703e-01                     0
   1224.0000  7.696431e+00  1.539286e-01                     0
   1224.4000  4.552810e+00  1.021376e-01                     0
   1224.8000  4.058892e+00  1.094057e-01                     0
   1225.2000  3.205910e+00  1.099414e-01                     0
   1225.6000  3.236093e+00  1.146483e-01                     0
   1226.0000  2.603018e+00  1.104575e-01                     0
   1226.4000  2.495119e+00  1.143219e-01                     0
   1226.8000  2.551602e+00  1.157403e-01                     0
   1227.2000  2.429463e+00  1.060681e-01                     0
   1227.6000  2.427082e+00  1.188851e-01                     0
   1228.0000  2.222223e+00  1.172649e-01                     0
   1228.4000  2.288239e+00  1.171933e-01                     0
   1228.8000  2.496971e+00  1.228573e-01                     0
   1229.2000  2.648150e+00  1.261182e-01                     0
   1229.6000  2.758972e+00  1.258898e-01                     0
   1230.0000  2.412885e+00  1.215474e-01                     0
   1230.4000  2.415540e+00  1.235922e-01                     0
   1230.8000  2.445463e+00  1.133722e-01                     0
   1231.2000  2.177771e+00  1.185288e-01                     1
   1231.6000  1.915331e+00  1.163292e-01                     1
   1232.0000  2.067132e+00  1.184802e-01                     1
   1232.4000  2.352187e+00  1.225016e-01                     1
   1232.8000  1.934640e+00  1.178559e-01                     1
   1233.2000  1.870027e+00  1.172532e-01                     1
   1233.6000  2.061170e+00  1.181713e-01                     1
   1234.0000  2.263195e+00  1.232428e-01                     1
   1234.4000  1.995836e+00  1.183320e-01                     1
   1234.8000  1.735323e+00  1.115279e-01                     1
   1235.2000  1.622165e+00  1.112666e-01                     1
   1235.6000  1.901970e+00  1.098446e-01                     1
   1236.0000  1.484534e+00  1.061031e-01                     1
   1236.4000  1.443192e+00  1.106188e-01                     1
   1236.8000  1.422786e+00  1.115729e-01                     1
   1237.2000  1.992986e+00  1.179164e-01                     1
   1237.6000  2.176312e+00  1.209833e-01                     1
   1238.0000  2.109673e+00  1.213206e-01                     1
   1238.4000  2.156337e+00  1.214183e-01                     1
   1238.8000  1.952110e+00  1.169848e-01                     1
   1239.2000  2.143508e+00  1.148474e-01                     1
   1239.6000  1.705340e+00  1.122463e-01                     1
   1240.0000  1.910014e+00  1.162468e-01                     1
   1240.4000  1.885645e+00  1.168606e-01                     1
   1240.8000  2.142800e+00  1.218012e-01                     1
   1241.2000  1.957406e+00  1.161007e-01                     1
   1241.6000  2.006486e+00  1.197421e-01                     1
   1242.0000  1.822301e+00  1.164682e-01                     1
   1242.4000  1.627802e+00  1.106267e-01                     1
   1242.8000  2.077764e+00  1.205886e-01                     1
   1243.2000  2.171196e+00  1.225394e-01                     1
   1243.6000  2.003746e+00  1.171395e-01                     1
   1244.0000  2.038520e+00  1.100339e-01                     1
   1244.4000  1.729889e+00  1.140628e-01                     1
   1244.8000  2.002048e+00  1.186513e-01                     1
   1245.2000  2.101892e+00  1.197013e-01                     1
   1245.6000  2.559867e+00  1.303369e-01                     1
   1246.0000  2.322264e+00  1.254692e-01                     1
   1246.4000  2.358370e+00  1.255321e-01                     1
   1246.8000  2.389272e+00  1.284506e-01                     1
   1247.2000  2.300571e+00  1.261504e-01                     1
   1247.6000  2.358715e+00  1.161666e-01                     1
   1248.0000  2.473663e+00  1.287390e-01                     1
   1248.4000  2.486421e+00  1.293852e-01                     1
   1248.8000  2.461512e+00  1.266142e-01                     1
   1249.2000  2.357987e+00  1.260344e-01                     1
   1249.6000  2.639850e+00  1.322961e-01                     1
   1250.0000  2.594636e+00  1.294394e-01                     1
   1250.4000  2.915021e+00  1.353685e-01                     1
   1250.8000  2.460744e+00  1.291537e-01                     1
   1251.2000  2.713358e+00  1.322883e-01                     1
   1251.6000  2.447539e+00  1.266462e-01                     1
   1252.0000  2.406446e+00  1.258654e-01                     1
   1252.4000  2.428066e+00  1.169261e-01                     1
   1252.8000  2.407654e+00  1.255228e-01                     1
   1253.2000  2.081497e+00  1.214473e-01                     1
   1253.6000  1.275403e+00  1.036630e-01                     1
   1254.0000  1.237213e+00  1.004435e-01                     1
   1254.4000  1.829380e+00  1.164892e-01                     1
   1254.8000  2.373930e+00  1.266262e-01                     1
   1255.2000  2.274597e+00  1.218020e-01                     1
   1255.6000  2.458348e+00  1.264861e-01                     1
   1256.0000  2.313555e+00  1.179381e-01                     0
   1256.4000  1.904172e+00  1.143522e-01                     0
   1256.8000  1.689631e+00  1.119855e-01                     0
   1257.2000  2.331178e+00  1.254546e-01                     0
   1257.6000  2.180113e+00  1.211457e-01                     1
   1258.0000  2.438667e+00  1.255818e-01                     1
   1258.4000  2.288743e+00  1.242251e-01                     0
   1258.8000  2.241530e+00  1.222805e-01                     0
   1259.2000  2.123403e+00  1.198765e-01                     0
   1259.6000  1.651140e+00  1.110641e-01                     0
   1260.0000  1.498874e+00  1.087942e-01                     0
   1260.4000  4.302069e-01  7.133141e-02                     0
   1260.8000  1.349438e+00  1.011079e-01                     0
   1261.2000  2.107968e+00  1.209810e-01                     0
   1261.6000  1.516952e+00  1.085310e-01                     0
   1262.0000  2.017256e+00  1.204024e-01                     0
   1262.4000  2.280259e+00  1.250356e-01                     0
   1262.8000  2.084510e+00  1.192826e-01                     1
   1263.2000  2.444033e+00  1.274898e-01                     1
   1263.6000  2.403034e+00  1.281101e-01                     1
   1264.0000  2.251002e+00  1.239820e-01                     0
   1264.4000  2.401008e+00  1.194679e-01                     0
   1264.8000  1.955554e+00  1.180448e-01                     0
   1265.2000  1.592453e+00  1.121689e-01                     0
   1265.6000  1.189566e+00  1.014487e-01                     0
   1266.0000  5.788744e-01  7.877005e-02                     0
   1266.4000  2.283713e-01  5.899399e-02                     0
   1266.8000  3.816633e-01  7.116360e-02                     0
   1267.2000  1.638268e+00  1.152795e-01                     0
   1267.6000  2.403639e+00  1.299789e-01                     0
   1268.0000  2.175316e+00  1.209155e-01                     0
   1268.4000  1.909585e+00  1.142274e-01                     0
   1268.8000  2.072609e+00  1.223888e-01                     0
   1269.2000  2.706118e+00  1.262622e-01                     0
   1269.6000  2.439960e+00  1.201584e-01                     0
   1270.0000  2.587144e+00  1.294821e-01                     0
   1270.4000  2.241658e+00  1.591739e-01                     0
   1270.8000  2.376276e+00  1.976647e-01                     0
   1271.2000  2.137724e+00  1.931290e-01                     0
   1271.6000  1.904758e+00  1.806470e-01                     0
   1272.0000  1.892565e+00  1.619663e-01                     0
   1272.4000  2.447473e+00  1.943509e-01                     0
   1272.8000  1.935205e+00  1.677092e-01                     0
   1273.2000  2.265292e+00  1.859841e-01                     0
   1273.6000  2.223159e+00  1.932296e-01                     0
   1274.0000  0.000000e+00  1.000000e+00                     0
   1274.4000  0.000000e+00  1.000000e+00                     0
   1274.8000  0.000000e+00  1.000000e+00                     0
   1275.2000  0.000000e+00  1.000000e+00                     0
   1275.6000  0.000000e+00  1.000000e+00                     0
   1276.0000  0.000000e+00  1.000000e+00                     0
   1276.4000  0.000000e+00  1.000000e+00                     0
   1276.8000  0.000000e+00  1.000000e+00                     0
   1277.2000  0.000000e+00  1.000000e+00                     0
   1277.6000  0.000000e+00  1.000000e+00                     0
   1278.0000  0.000000e+00  1.000000e+00                     0
   1278.4000  0.000000e+00  1.000000e+00                     0
   1278.8000  0.000000e+00  1.000000e+00                     0
   1279.2000  0.000000e+00  1.000000e+00                     0
   1279.6000  0.000000e+00  1.000000e+00                     0
   1280.0000  0.000000e+00  1.000000e+00                     0
   1280.4000  0.000000e+00  1.000000e+00                     0
   1280.8000  0.000000e+00  1.000000e+00                     0
   1281.2000  0.000000e+00  1.000000e+00                     0
   1281.6000  0.000000e+00  1.000000e+00                     0
   1282.0000  0.000000e+00  1.000000e+00                     0
   1282.4000  0.000000e+00  1.000000e+00                     0
   1282.8000  0.000000e+00  1.000000e+00                     0
   1283.2000  0.000000e+00  1.000000e+00                     0
   1283.6000  0.000000e+00  1.000000e+00                     0
   1284.0000  0.000000e+00  1.000000e+00                     0
   1284.4000  0.000000e+00  1.000000e+00                     0
   1284.8000  0.000000e+00  1.000000e+00                     0
   1285.2000  0.000000e+00  1.000000e+00                     0
   1285.6000  0.000000e+00  1.000000e+00                     0
   1286.0000  0.000000e+00  1.000000e+00                     0
   1286.4000  0.000000e+00  1.000000e+00                     0
   1286.8000  0.000000e+00  1.000000e+00                     0
   1287.2000  0.000000e+00  1.000000e+00                     0
   1287.6000  1.312249e+00  1.135491e-01                     0
   1288.0000  2.017080e+00  1.765807e-01                     0
   1288.4000  2.041883e+00  2.039974e-01                     0
   1288.8000  2.521977e+00  2.231739e-01                     0
   1289.2000  2.797030e+00  2.308479e-01                     0
   1289.6000  2.830617e+00  2.284076e-01                     0
   1290.0000  0.000000e+00  1.000000e+00                     0
   1290.4000  1.833914e+00  2.076969e-01                     0
   1290.8000  2.251809e+00  1.893857e-01                     0
   1291.2000  2.630197e+00  1.367957e-01                     0
   1291.6000  2.565037e+00  1.377454e-01                     0
   1292.0000  2.400835e+00  1.344802e-01                     0
   1292.4000  2.280838e+00  1.305213e-01                     0
   1292.8000  2.256028e+00  1.314742e-01                     0
   1293.2000  2.061436e+00  1.275441e-01                     1
   1293.6000  2.340392e+00  1.726693e-01                     1
   1294.0000  2.147020e+00  1.298754e-01                     1
   1294.4000  2.357529e+00  1.346583e-01                     1
   1294.8000  2.332750e+00  1.312175e-01                     1
   1295.2000  2.325927e+00  1.250888e-01                     1
   1295.6000  2.090738e+00  1.299714e-01                     1
   1296.0000  2.199272e+00  1.302421e-01                     1
   1296.4000  2.294291e+00  1.329313e-01                     1
   1296.8000  2.252453e+00  1.336137e-01                     1
   1297.2000  2.689800e+00  1.403197e-01                     1
   1297.6000  2.124591e+00  1.298087e-01                     1
   1298.0000  1.836539e+00  1.254580e-01                     1
   1298.4000  1.862975e+00  1.243816e-01                     1
   1298.8000  2.322582e+00  1.228282e-01                     1
   1299.2000  2.381113e+00  1.352223e-01                     0
   1299.6000  2.192130e+00  1.328846e-01                     0
   1300.0000  2.126316e+00  1.303715e-01                     0
   1300.4000  1.802338e+00  1.255693e-01                     0
   1300.8000  1.476234e+00  1.182707e-01                     0
   1301.2000  1.418671e+00  1.132146e-01                     0
   1301.6000  5.139041e+00  1.811500e-01                     0
   1302.0000  1.308014e+01  2.642850e-01                     0
   1302.4000  1.276094e+01  2.581115e-01                     0
   1302.8000  5.099772e+00  1.770851e-01                     0
   1303.2000  1.219687e+00  1.095771e-01                     0
   1303.6000  1.569076e+00  1.122771e-01                     0
   1304.0000  2.018702e+00  1.295802e-01                     0
   1304.4000  5.981584e+00  1.929636e-01                     0
   1304.8000  1.084349e+01  2.471134e-01                     0
   1305.2000  5.039308e+00  1.935764e-01                     0
   1305.6000  4.130841e+00  1.686012e-01                     0
   1306.0000  5.295354e+00  1.838589e-01                     0
   1306.4000  5.068158e+00  1.793873e-01                     0
   1306.8000  2.624013e+00  1.429762e-01                     0
   1307.2000  1.684300e+00  1.147769e-01                     0
   1307.6000  1.097936e+00  1.064037e-01                     0
   1308.0000  1.118475e+00  1.119904e-01                     0
   1308.4000  7.439238e-01  9.751040e-02                     0
   1308.8000  9.529999e-01  1.416808e-01                     0
   1309.2000  1.629425e+00  1.248008e-01                     0
   1309.6000  1.451466e+00  1.197833e-01                     0
   1310.0000  1.152258e+00  1.115788e-01                     0
   1310.4000  8.889331e-01  1.031052e-01                     0
   1310.8000  7.180096e-01  9.611434e-02                     0
   1311.2000  1.614253e+00  1.235736e-01                     0
   1311.6000  2.024372e+00  1.295118e-01                     1
   1312.0000  1.407460e+00  1.152230e-01                     1
   1312.4000  1.551683e+00  1.220357e-01                     1
   1312.8000  2.105066e+00  1.338644e-01                     1
   1313.2000  2.215762e+00  1.382193e-01                     1
   1313.6000  2.592776e+00  1.448203e-01                     1
   1314.0000  2.598107e+00  1.429622e-01                     0
   1314.4000  2.464547e+00  1.426350e-01                     0
   1314.8000  2.532414e+00  1.442432e-01                     0
   1315.2000  2.564959e+00  1.406015e-01                     0
   1315.6000  2.514807e+00  1.340349e-01                     0
   1316.0000  2.042577e+00  1.341504e-01                     0
   1316.4000  1.965459e+00  1.301932e-01                     0
   1316.8000  2.162309e+00  1.355137e-01                     1
   1317.2000  2.459874e+00  1.429595e-01                     1
   1317.6000  2.560654e+00  1.432903e-01                     1
   1318.0000  2.362875e+00  1.391602e-01                     1
   1318.4000  2.410977e+00  1.421667e-01                     1
   1318.8000  2.509367e+00  1.435258e-01                     1
   1319.2000  1.872820e+00  1.289534e-01                     1
   1319.6000  2.152039e+00  1.372692e-01                     1
   1320.0000  2.544929e+00  1.373613e-01                     1
   1320.4000  2.506602e+00  1.363460e-01                     1
   1320.8000  2.609854e+00  1.452142e-01                     1
   1321.2000  1.863235e+00  1.339117e-01                     1
   1321.6000  2.572589e+00  1.450529e-01                     1
   1322.0000  2.500412e+00  1.431976e-01                     1
   1322.4000  2.051911e+00  1.383535e-01                     1
   1322.8000  2.032388e+00  1.340497e-01                     1
   1323.2000  2.118651e+00  1.346277e-01                     1
   1323.6000  2.105428e+00  1.373742e-01                     1
   1324.0000  2.135617e+00  1.297381e-01                     1
   1324.4000  2.343040e+00  1.409043e-01                     1
   1324.8000  2.287350e+00  1.430635e-01                     1
   1325.2000  2.479846e+00  1.491863e-01                     1
   1325.6000  2.587378e+00  1.460948e-01                     1
   1326.0000  2.480668e+00  1.458932e-01                     1
   1326.4000  2.540257e+00  1.495577e-01                     1
   1326.8000  2.268009e+00  1.379141e-01                     1
   1327.2000  2.349913e+00  1.436501e-01                     1
   1327.6000  2.106984e+00  1.406309e-01                     1
   1328.0000  2.142279e+00  1.372023e-01                     1
   1328.4000  2.432269e+00  1.401088e-01                     1
   1328.8000  2.567206e+00  1.450542e-01                     1
   1329.2000  2.476271e+00  1.432109e-01                     1
   1329.6000  2.524330e+00  1.473759e-01                     1
   1330.0000  2.288866e+00  1.434270e-01                     1
   1330.4000  1.883036e+00  1.338636e-01                     1
   1330.8000  1.421073e+00  1.220482e-01                     1
   1331.2000  1.956066e+00  1.364310e-01                     1
   1331.6000  2.286481e+00  1.425357e-01                     0
   1332.0000  2.515175e+00  1.408257e-01                     0
   1332.4000  2.556537e+00  1.420373e-01                     0
   1332.8000  2.282009e+00  1.423969e-01                     0
   1333.2000  2.529902e+00  1.449027e-01                     0
   1333.6000  2.155873e+00  1.397920e-01                     0
   1334.0000  1.876963e+00  1.345890e-01                     0
   1334.4000  8.540554e-01  1.051030e-01                     0
   1334.8000  3.284275e-01  7.715502e-02                     0
   1335.2000  1.101811e+00  1.122986e-01                     0
   1335.6000  1.166776e+00  1.149347e-01                     0
   1336.0000  1.228552e+00  1.175484e-01                     0
   1336.4000  1.944360e+00  1.356545e-01                     0
   1336.8000  2.202565e+00  1.305455e-01                     0
   1337.2000  1.994422e+00  1.327491e-01                     0
   1337.6000  2.238722e+00  1.427306e-01                     0
   1338.0000  2.076614e+00  1.375085e-01                     0
   1338.4000  2.276194e+00  1.417725e-01                     0
   1338.8000  2.162520e+00  1.407568e-01                     0
   1339.2000  1.588545e+00  1.280986e-01                     0
   1339.6000  1.879552e+00  1.336348e-01                     0
   1340.0000  1.499895e+00  1.251612e-01                     0
   1340.4000  4.185402e-01  8.527501e-02                     0
   1340.8000  7.589645e-02  5.495920e-02                     0
   1341.2000  1.649853e-01  6.734877e-02                     0
   1341.6000  7.954788e-01  1.072528e-01                     0
   1342.0000  9.015093e-01  1.077811e-01                     0
   1342.4000  1.306473e+00  1.198378e-01                     0
   1342.8000  1.593552e+00  1.289147e-01                     0
   1343.2000  1.791167e+00  1.312724e-01                     0
   1343.6000  2.306151e+00  1.422318e-01                     0
   1344.0000  2.472913e+00  1.464519e-01                     1
   1344.4000  2.499299e+00  1.452571e-01                     1
   1344.8000  2.334671e+00  1.421121e-01                     1
   1345.2000  2.329055e+00  1.365724e-01                     1
   1345.6000  2.279097e+00  1.415570e-01                     1
   1346.0000  2.346858e+00  1.426066e-01                     1
   1346.4000  2.372017e+00  1.447872e-01                     1
   1346.8000  2.324456e+00  1.433494e-01                     1
   1347.2000  2.242408e+00  1.394047e-01                     1
   1347.6000  2.319837e+00  1.431726e-01                     1
   1348.0000  2.135403e+00  1.404642e-01                     1
   1348.4000  2.033729e+00  1.363805e-01                     1
   1348.8000  1.981324e+00  1.281465e-01                     1
